## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"start recruitment process","start","","","",""
2,"advise unsuccessful candidates","entity","1","","",""
3,"no more candidates","condition","2","","",""
4,"re-advertise position","entity","3","Yes","",""
5,"end","end","4","","",""
6,"terms and conditions need sorting","condition","3","No","",""
7,"candidate accepted voluntary redundancy","condition","6","Yes","",""
8,"further investigation required","entity","7","Yes","",""
9,"proceed to send Appointment Approval form","entity","6","No","",""
9,"proceed to send Appointment Approval form","entity","7","No","",""
10,"send Appointment Approval form","entity","8","","",""
10,"send Appointment Approval form","entity","9","","",""
11,"next level manager receives Appointment Approval form","entity","10","","",""
12,"approver is external resource","condition","11","","",""
13,"form not authorized","entity","12","Yes","",""
14,"end","end","13","","",""
15,"form approved","condition","12","No","",""
16,"send form and documentation to client HR","entity","15","Yes","",""
17,"end","end","15","No","",""
18,"client HR receives form and documentation","entity","16","","",""
19,"HR department scans completed form","entity","18","","",""
20,"record position in GovSource","entity","19","","",""
21,"variations present","condition","20","","",""
22,"complete business case","entity","21","Yes","",""
23,"skip business case and proceed","entity","21","No","",""
24,"carry forward Appointment Approval","entity","22","","",""
24,"carry forward Appointment Approval","entity","23","","",""
25,"position requires medical assessment","condition","24","","",""
26,"apply 12 percent rate for medical assessment","entity","25","Yes","",""
27,"no medical assessment needed","entity","25","No","",""
28,"arrange and complete medical assessment within 21 days","entity","26","","",""
29,"TS HR coordinator informs recruitment manager","entity","28","","",""
29,"TS HR coordinator informs recruitment manager","entity","27","","",""
30,"recruitment manager liaises with HR representative to confirm offer","entity","29","","",""
31,"medical assessment satisfactory","condition","30","","",""
32,"contact next candidate on shortlist","entity","31","No","",""
33,"end","end","32","","",""
34,"make formal verbal offer of employment","entity","31","Yes","",""
35,"candidate accepts verbal offer","condition","34","","",""
36,"create formal written offer","entity","35","Yes","",""
37,"end","end","35","No","",""
38,"send commencement pack to candidate","entity","36","","",""
39,"send letter of appointment to candidate","entity","36","","",""
40,"candidate receives commencement pack and appointment letter","entity","38","","",""
40,"candidate receives commencement pack and appointment letter","entity","39","","",""
41,"forty percent rate applicable","condition","40","","",""
42,"renegotiate forty percent rate","entity","41","Yes","",""
43,"candidate accepts documents","condition","41","No","",""
44,"renegotiation successful","condition","42","","",""
45,"end","end","44","Yes","",""
46,"identify next candidate on shortlist","entity","44","No","",""
47,"end","end","46","","",""
48,"end","end","43","Yes","",""
49,"identify next candidate on shortlist","entity","43","No","",""
50,"end","end","49","","",""
