## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"start","start","","","",""
2,"assess the change request","entity","1","","",""
3,"check affected systems for business impact","entity","2","","",""
4,"determine if change should be approved or not","condition","3","","",""
5,"approve change request as is","entity","4","Yes","",""
6,"implement the change","entity","5","","",""
7,"end of procedure - change implemented","end","6","","",""
8,"further evaluation needed","entity","4","No","",""
9,"determine if change will be acceptable with more information","condition","8","","",""
10,"request for more information made to Change Coordinator","entity","9","Yes","",""
11,"email enquiry sent to Change Coordinator","entity","10","","",""
12,"approve change request with additional information","entity","11","","",""
13,"implement the change","entity","12","","",""
14,"end of procedure - change implemented with additional information","end","13","","",""
15,"change rejected as unacceptable","entity","9","No","",""
16,"request for more information made to Change Coordinator","entity","15","","",""
17,"email enquiry sent to Change Coordinator","entity","16","","",""
18,"update approval register within 3 business days","entity","17","","",""
19,"forward email enquiry to Change Requester","entity","18","","",""
20,"no further inquiries or issues","condition","19","","",""
21,"end of procedure - process concludes after 3 business days","end","20","No","",""
22,"inquiries from CAB require response within 1-3 business days","entity","20","Yes","",""
23,"forward response to CAB for further evaluation","entity","22","","",""
24,"make final determination based on response","condition","23","","",""
25,"approve change request","entity","24","Approved","",""
26,"implement the change","entity","25","","",""
27,"end of procedure - change implemented after final determination","end","26","","",""
28,"reject change request as unacceptable","entity","24","Rejected","",""
29,"update approval register within 3 business days","entity","28","","",""
30,"end of procedure - change rejected and register updated","end","29","","",""
