## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"start TS recruitment process","start","","","",""
2,"advise unsuccessful candidates","entity","1","","",""
3,"are there no more candidates?","condition","2","","",""
4,"re-advertise position","entity","3","","",""
5,"does the offer terms and conditions need sorting?","condition","3","","",""
6,"check if candidate has accepted voluntary redundancy","entity","5","","",""
7,"has candidate accepted voluntary redundancy?","condition","6","","",""
8,"further investigation required","entity","7","","",""
9,"process continues","entity","7","","",""
10,"recruitment manager sends Appointment Approval form","entity","8","","",""
11,"next level manager receives Appointment Approval form","entity","10","","",""
12,"is manager external resource?","condition","11","","",""
13,"may not authorize form","entity","12","","",""
14,"is approver an existing employee of client?","condition","12","","",""
15,"process continues","entity","14","","",""
16,"process ends","entity","14","","",""
17,"is form approved?","condition","15","","",""
18,"recruitment manager sends form and documentation","entity","17","","",""
19,"client HR receives form and documentation","entity","18","","",""
20,"HR scans completed form and records position in GovSource","entity","19","","",""
21,"are there variations?","condition","20","","",""
22,"complete business case required","entity","21","","",""
23,"process continues","entity","21","","",""
24,"Appointment Approval carried forward","entity","23","","",""
25,"does position require medical assessment?","condition","24","","",""
26,"medical assessment applicable 12 percent rate","entity","25","","",""
27,"medical assessment not necessary","entity","25","","",""
28,"Preferred Candidate medical assessments can take up to 21 days","entity","26","","",""
29,"TS HR coordinator informs recruitment manager","entity","28","","",""
30,"recruitment manager liaises with HR to confirm offer to candidate","entity","29","","",""
31,"is assessment satisfactory?","condition","30","","",""
32,"contact next candidate on shortlist","entity","31","","",""
33,"process continues","entity","31","","",""
34,"recruitment manager makes formal verbal offer to candidate","entity","33","","",""
35,"does candidate accept verbal offer?","condition","34","","",""
36,"recruitment manager creates formal written offer","entity","35","","",""
37,"process continues","entity","35","","",""
38,"send commencement pack and letter of appointment to candidate","entity","36","","",""
39,"candidate receives documents","entity","38","","",""
40,"is there a 40 percent rate?","condition","39","","",""
41,"renegotiation required","entity","40","","",""
42,"does candidate accept after renegotiation?","condition","41","","",""
43,"process continues","entity","42","","",""
44,"identify next candidate on shortlist","entity","42","","",""
45,"process continues","entity","40","","",""
46,"process ends","end","4","You have completed this procedure","",""
47,"process ends","end","13","You have completed this procedure","",""
48,"process ends","end","16","You have completed this procedure","",""
49,"process ends","end","22","You have completed this procedure","",""
50,"process ends","end","32","You have completed this procedure","",""
51,"process ends","end","44","You have completed this procedure","",""
52,"process ends","end","45","You have completed this procedure","",""
53,"process ends","end","37","You have completed this procedure","",""
