## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"start process by supplying and documenting requirement","start","","","",""
2,"order received via fax","condition","1","","",""
3,"input order into Excel file","entity","2","","",""
4,"order received via mail or phone","condition","2","","",""
5,"input order into Excel file","entity","4","","",""
6,"Excel list complete after a week","entity","3,5","","",""
7,"send Excel list to student","entity","6","","",""
8,"receive Excel list","entity","7","","",""
9,"type orders into MS-Access database","entity","8","","",""
10,"ensure database is completed","entity","9","","",""
11,"control incoming order","entity","10","","",""
12,"continue to do order check","entity","10","","",""
13,"order correct","condition","11","","",""
14,"release order","entity","13","","",""
15,"send Excel list to student","entity","14","","",""
16,"receive Excel list and continue process","entity","15","","",""
17,"order incorrect","condition","13","","",""
18,"contact selling agency","entity","17","","",""
19,"order worth less than 5000 €","condition","18","","",""
20,"release order","entity","19","","",""
21,"order worth more than 5000 €","condition","19","","",""
22,"send order for sign off","entity","21","","",""
23,"continue with order check","entity","21","","",""
24,"receive actual issue from selling agency","entity","18","","",""
25,"send order for sign off","entity","24","","",""
26,"order signed off","entity","25","","",""
27,"contact client","entity","26","","",""
28,"release order","entity","27","","",""
29,"order received by PPC and production initiated","entity","28","","",""
30,"issue can be solved","condition","29","","",""
31,"release order","entity","30","","",""
32,"issue can not be solved","condition","30","","",""
33,"cancel order","entity","32","","",""
34,"goods produced","entity","29","","",""
35,"order needs to be cancelled","condition","34","","",""
36,"cancel order and end process","end","35","","",""
37,"check quality of goods","entity","35","","",""
38,"create and send quality report to finance","entity","37","","",""
39,"release order via memo","entity","38","","",""
40,"ensure memo achieved in warehouse","entity","39","","",""
41,"send invoice","entity","40","","",""
42,"report achievement to finance department","entity","41","","",""
43,"commission goods","entity","41","","",""
44,"sign and send memo","entity","41","","",""
45,"send goods","entity","41","","",""
46,"ensure signed memo achieved in logistic department","entity","45","","",""
47,"archive memo","entity","46","","",""
48,"close order","entity","47","","",""
49,"end process","end","48","","",""
