## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"start TS recruitment process","start","","","",""
2,"advise unsuccessful candidates","entity","1","","",""
3,"are there no more candidates","condition","2","","",""
4,"re-advertise position","entity","3","","",""
5,"terms and conditions of offer need sorting","condition","3","","",""
6,"has candidate accepted voluntary redundancy","condition","5","","",""
7,"continue process without voluntary redundancy","entity","6","","",""
8,"further investigation required due to voluntary redundancy","entity","6","","",""
9,"recruitment manager sends Appointment Approval form","entity","8,7","","",""
10,"next level manager receives Approval form","entity","9","","",""
11,"is next level manager an external resource","condition","10","","",""
12,"manager may not authorize form","process stops","11","","",""
13,"approver is existing client employee","entity","11","","",""
14,"is Approval form approved","condition","13","","",""
15,"send form and docs to client HR","entity","14","","",""
16,"client HR scans form and records position in GovSource","entity","15","","",""
17,"are there variations requiring complete business case","condition","16","","",""
18,"complete business case required","entity","17","","",""
19,"continue process with Appointment Approval carried forward","entity","17,18","","",""
20,"does position require medical assessment","condition","19","","",""
21,"medical assessment applicable for 12_percent rate","entity","20","","",""
22,"medical assessment not necessary","entity","20","","",""
23,"Preferred Candidate's medical assessments arrange and complete up to 21 days","entity","21","","",""
24,"TS HR coordinator informs recruitment manager","entity","23","","",""
25,"recruitment manager liaises with HR rep to confirm offer","entity","24","","",""
26,"is medical assessment satisfactory","condition","25","","",""
27,"contact next candidate on shortlist","entity","26","","",""
28,"continue process after satisfactory medical assessment","entity","26","","",""
29,"recruitment manager makes formal verbal offer to candidate","entity","28","","",""
30,"does candidate accept verbal offer","condition","29","","",""
31,"recruitment manager creates formal written offer","entity","30","","",""
32,"continue process if candidate declines verbal offer","entity","30","","",""
33,"send commencement pack and letter of appointment to candidate","entity","31,32","","",""
34,"has candidate received documents","condition","33","","",""
35,"is there 40_percent rate requiring renegotiation","condition","34","","",""
36,"candidate accepts and process continues","entity","34","","",""
37,"is renegotiation successful","condition","35","","",""
38,"process continues after successful renegotiation","entity","37","","",""
39,"identify next candidate on shortlist due to unsuccessful renegotiation","entity","37","","",""
40,"process ends","end","4,12,18,27,36,38,39","","",""
