## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"start the process by receiving the order","start","","","",""
2,"check the order","entity","1","","",""
3,"check the customer","entity","1","","",""
4,"is the order okay","condition","2","","",""
5,"is the customer permitted","condition","3","","",""
6,"continue with the process after order and customer checks","entity","4,5","","",""
7,"send refusal due to customer not permitted","entity","5","","",""
8,"send refusal due to order not okay","entity","4","","",""
9,"end process after refusal","end","7,8","","",""
10,"release the order","entity","6","","",""
11,"transfer data in the database","entity","10","","",""
12,"check the worth of the order","entity","11","","",""
13,"is order worth greater than 10.000 €","condition","12","","",""
14,"sign off on the order","entity","13","","",""
15,"continue with the process for order worth less or equal 10.000 €","entity","13","","",""
16,"sign off on the order before forwarding to production","entity","14,15","","",""
17,"forward order to production","entity","16","","",""
18,"check the product quality","entity","17","","",""
19,"start production","entity","17","","",""
20,"produce the product","entity","17","","",""
21,"create a material report","entity","17","","",""
22,"order received","production starts","19","","",""
23,"check the product quality for reports","entity","18","","",""
24,"create the material report after checking product quality","entity","21,23","","",""
25,"send material report to the warehouse","entity","24","","",""
26,"create a quality report","entity","25","","",""
27,"send product to shipment","entity","25","","",""
28,"send the order to accounting","entity","25","","",""
29,"end process after sending report to warehouse","end","25","","",""
30,"create the quality report for finance","entity","26","","",""
31,"send quality report to Finance","entity","30","","",""
32,"ship the product","entity","27","","",""
33,"send the invoice","entity","27","","",""
34,"archive the report after sending to Finance","entity","31","","",""
35,"end process after archiving the report","end","34","","",""
36,"check the payment","entity","33","","",""
37,"is payment received","condition","36","","",""
38,"close the order","entity","37","","",""
39,"end process after closing order","end","38","","",""
40,"has reminder been sent more than three times","condition","37","","",""
41,"acquire a lawyer","entity","40","","",""
42,"complete the court proceedings","entity","41","","",""
43,"send a reminder","entity","40","","",""
44,"send the reminder again","entity","43","","",""
45,"end process after court proceedings","end","42","","",""
