## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"start process at 8:00 am","start","","","",""
2,"empty the mailbox","entity","1","","",""
3,"is the mailbox empty","condition","2","","",""
4,"process ends","end","3","Yes","",""
5,"continue the process","entity","3","No","",""
6,"check if the mailbox is empty again","condition","5","","",""
7,"process ends","end","6","Yes","",""
8,"continue the process","entity","6","No","",""
9,"verify if the information is complete","condition","8","","",""
10,"add incoming mail number date and record in letter book","entity","9","Yes","",""
11,"make telephone call to sender","entity","9","No","",""
12,"complete data by adding incoming mail number date and record in letter book","entity","11","","",""
13,"branch to Wednesday evening action and applicant membership decision","condition","10,12","","",""
14,"it is Wednesday evening","condition","13","","",""
15,"take letter book and member register to Miranda","entity","14","Yes","",""
16,"proceed to membership decision","entity","14","No","",""
17,"applicant becomes a member","condition","13,16","","",""
18,"stamp new member on letter and write date","entity","17","Yes","",""
19,"write to applicant inform decision","entity","17","No","",""
20,"write the data","entity","18","","",""
21,"calculate the fee","entity","18","","",""
22,"hand the letter to Charles","entity","18","","",""
23,"ask Charles to write the amount in the register","entity","18","","",""
24,"print membership card with all data and send to new member","entity","20,21,22,23","","",""
25,"process ends","end","24","","",""
26,"hand the letter to Charles and add new member to register","entity","19","","",""
27,"prepare invoice for new members","entity","19","","",""
28,"ask Charles to write amount in register","entity","19","","",""
29,"write fee amount to register","entity","19","","",""
30,"process continues","entity","27,28,29","","",""
