## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"start the talent seek process","start","","","",""
2,"receive advertised vacant position profile","entity","1","Receiving position profile","",""
3,"start recruitment process","entity","2","Starting recruitment","",""
4,"are applications and referee reports received?","condition","3","Applications and referee reports received?","",""
5,"archive information into system","entity","4","Archiving information","",""
6,"compile documents online","entity","4","Compiling documents online","",""
7,"send compiled documents to panelists","entity","5,6","Sending to panelists","",""
8,"distribute documents to panelists","entity","7","Distributing documents","",""
9,"begin candidate selection process","entity","8","Starting selection process","",""
10,"scan interview notes and documents into system","entity","4","Scanning documents","",""
11,"inform candidates","entity","10","Informing candidates","",""
12,"proceed to next steps","entity","9,11","Proceeding to next steps","",""
13,"inform client to decide on terms and conditions","entity","12","Informing client about terms","",""
14,"make formal verbal offer to candidate","entity","13","Making verbal offer","",""
15,"does the client agree?","condition","14","Client agreement?","",""
16,"issue formal written offer","entity","15","Issuing written offer","",""
17,"do you need to renegotiate terms?","condition","16","Renegotiation needed?","",""
18,"renegotiate terms and conditions","entity","17","Renegotiating terms","",""
19,"does the client agree after renegotiation?","condition","18","Client agreement post-renegotiation?","",""
20,"issue formal written offer after renegotiation","entity","19","Issuing offer after renegotiation","",""
21,"send commencement package via online","entity","15,17,19","Sending commencement package","",""
22,"close the vacancy","entity","16,20,21","Closing vacancy","",""
23,"is the candidate willing to proceed?","condition","22","Candidate willingness?","",""
24,"refer candidate to client's next level management","entity","23","Referring to next level","",""
25,"identify next best candidate","entity","23","Identifying next candidate","",""
26,"close the vacancy and complete recruitment process","end","24,25","Completion of process","",""
