## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"Start","start","","","",""
2,"Supply requirement and document","entity","1","","",""
3,"How was the order received?","condition","2","","",""
4,"Input order into Excel file","entity","3","Fax","",""
5,"Input order into Excel file","entity","3","Mail","",""
6,"Input order into Excel file","entity","3","Phone","",""
7,"Send Excel list to student","entity","4,5,6","","",""
8,"Type orders into MS-Access database","entity","7","","",""
9,"Ensure database is complete","entity","8","","",""
10,"Control incoming order","entity","9","","",""
11,"Continue with the check","entity","9","","",""
12,"Check if order is correct","condition","10,11","","",""
13,"Release the order","entity","12","Yes","",""
14,"Contact selling agency","entity","12","No","",""
15,"Send Excel list to student again","entity","13","","",""
16,"Continue with process","entity","15","","",""
17,"Check order value","condition","14","","",""
18,"Release the order (less than 5.000 €)","entity","17","Less than 5.000 €","",""
19,"Send for sign off","entity","17","More than 5.000 €","",""
20,"Contact selling agency and receive issue","entity","19","","",""
21,"Send for sign off after receiving issue","entity","20","","",""
22,"Sign off received","condition","21","","",""
23,"Release the order after sign off","entity","22","Signed off","",""
24,"Cancel the order if issue unsolved","end","14,17","Issue cannot be solved","",""
25,"Production initiated by PPC","entity","16,23","Order released","",""
26,"Produce goods","entity","25","","",""
27,"Check quality of goods","entity","25","","",""
28,"Create and send quality report","entity","26,27","","",""
29,"Release order via memo","entity","28","","",""
30,"Ensure memo is achieved in warehouse","entity","29","","",""
31,"Send invoice to finance department","entity","29","","",""
32,"Report achievement to finance department","entity","31","","",""
33,"Commission goods and sign memo","entity","29","","",""
34,"Sign and send memo to logistic department","entity","33","","",""
35,"Ensure signed memo is achieved in logistics","entity","34","","",""
36,"Archive memo and close order","entity","30,32,35","","",""
37,"End of process","end","36","","",""
