## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"Start receiving the order","start","","","",""
2,"Check the order","entity","1","","",""
3,"Check the customer","entity","1","","",""
4,"Are all preceding tasks completed","condition","2,3","Yes No","",""
5,"Is the order okay","condition","4","Yes No","",""
6,"Send refusal","entity","5","No","",""
7,"End process","end","6","","",""
8,"Is the customer permitted","condition","5","Yes No","",""
9,"Send refusal","entity","8","No","",""
10,"End process","end","9","","",""
11,"Continue with the process","entity","8","Yes","",""
12,"Release the order","entity","11","","",""
13,"Transfer data in database","entity","12","","",""
14,"Check worth of the order","entity","13","","",""
15,"Is worth greater than 10000 euros","condition","14","Yes No","",""
16,"Sign off on the order","entity","15","Yes","",""
17,"Continue with the process","entity","15","No","",""
18,"Sign off on the order","entity","17","","",""
19,"Forward order to production","entity","16,18","","",""
20,"Check product quality","entity","19","","",""
21,"Start production","entity","19","","",""
22,"Produce the product","entity","19","","",""
23,"Start production after order received","entity","21","","",""
24,"Create material report","entity","19","","",""
25,"Check product quality and create material report","entity","20,24","","",""
26,"Send material report to warehouse","entity","25","","",""
27,"Create quality report","entity","26","","",""
28,"Send product to shipment","entity","26","","",""
29,"Send order to accounting","entity","26","","",""
30,"Create quality report","entity","27","","",""
31,"Send product to shipment","entity","28","","",""
32,"Send order to accounting","entity","29","","",""
33,"Send quality report to Finance","entity","30","","",""
34,"Ship product and send invoice","entity","31","","",""
35,"Archive quality report","entity","33","","",""
36,"End process","end","35","","",""
37,"Check payment","entity","34","","",""
38,"Is payment received","condition","37","Yes No","",""
39,"Close the order","entity","38","Yes","",""
40,"End process","end","39","","",""
41,"Has reminder been sent more than 3 times","condition","38","No Yes","",""
42,"Send a reminder","entity","41","No","",""
43,"Send reminder again","entity","42","","",""
44,"Has reminder been sent more than 3 times","condition","43","No Yes","",""
45,"Acquire a lawyer","entity","44","Yes","",""
46,"Complete court proceedings","entity","45","","",""
47,"End process","end","46","","",""
48,"Send a reminder","entity","44","No","",""
49,"End process","end","48","","",""
