## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"start the process for ACME Company","start","","","",""
2,"receive the customer request","entity","1","","",""
3,"check the current inventory level","entity","2","","",""
4,"is the inventory level at or below the minimum","condition","3","","",""
5,"accept the customer request","entity","4","Yes","",""
6,"reject the customer request","entity","4","No","",""
7,"end process due to rejected customer request","end","6","","",""
8,"create a purchase order","entity","5","","",""
9,"review the purchase order","entity","8","","",""
10,"is the purchase order approved","condition","9","","",""
11,"rework the purchase order","entity","10","No","",""
12,"reserve the funds","entity","10","Yes","",""
13,"review the purchase order again","entity","11","","",""
14,"is the purchase order approved","condition","13","","",""
15,"reserve the funds","entity","14","Yes","",""
16,"rework the purchase order","entity","14","No","",""
17,"review the purchase order again","entity","16","","",""
18,"is the purchase order approved","condition","17","","",""
19,"reserve the funds","entity","18","Yes","",""
20,"rework the purchase order","entity","18","No","",""
21,"review the purchase order again","entity","20","","",""
22,"send the purchase order","entity","12,15,19","","",""
23,"receive the packing slip","entity","22","","",""
24,"receive the invoice","entity","22","","",""
25,"record the packing slip","entity","23","","",""
26,"record the invoice","entity","24","","",""
27,"release the reserved funds","entity","25,26","","",""
28,"issue the payment","entity","27","","",""
29,"end process after issuing payment","end","28","","",""
