## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"Start at Amazon homepage","start","","","",""
2,"Search for a book","entity","1","","",""
3,"Click on the link labeled 22 used to see used books available","entity","2","","",""
4,"Click Add to Cart button for the second book on the list","entity","3","","",""
5,"Click Proceed to Checkout button","entity","4","","",""
6,"Enter your email address on the checkout page","entity","5","","",""
7,"Select option I am a new customer","entity","6","","",""
8,"Click on Sign in using our secure server button","entity","7","","",""
9,"Sign in completed","condition","8","","",""
10,"Proceed","entity","9","Yes","",""
11,"Contact support for sign in assistance","entity","9","No","",""
12,"Enter customer details","entity","10","","",""
13,"Click Create account button","entity","12","","",""
14,"Enter shipping details","entity","13","","",""
15,"Click Continue button after entering shipping details","entity","14","","",""
16,"Select preferred shipping options","entity","15","","",""
17,"Click Continue after selecting shipping options","entity","16","","",""
18,"Choose payment method and enter credit card details","entity","17","","",""
19,"Click Add your card button to save card information","entity","18","","",""
20,"Click Continue to proceed with payment","entity","19","","",""
21,"Choose billing address","entity","20","","",""
22,"Select option to use the chosen billing address","entity","21","","",""
23,"Click Place your order in AUD button to complete process","entity","22","","",""
24,"You have completed this procedure","end","23","","",""
