## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"TS recruitment process","start","","","",""
2,"advise unsuccessful candidates","entity","1","","",""
3,"no more candidates","condition","2","","",""
4,"re-advertise position","entity","3","Yes","",""
5,"end","end","4","","",""
6,"sort out terms and conditions of offer","entity","3","No","",""
7,"candidate accepted voluntary redundancy","condition","6","","",""
8,"conduct further investigation","entity","7","Yes","",""
9,"send Appointment Approval form","entity","7","No","",""
9,"send Appointment Approval form","entity","8","investigation done","",""
10,"next level manager receives Approval form","entity","9","","",""
11,"approver is external resource","condition","10","","",""
12,"form not authorized","entity","11","Yes","",""
13,"end","end","12","","",""
14,"form approved","condition","11","No","",""
15,"end","end","14","No","",""
16,"send form and documentation","entity","14","Yes","",""
17,"client HR receives form and documentation","entity","16","","",""
18,"HR department scans form and records position in GovSource","entity","17","","",""
19,"any variations","condition","18","","",""
20,"create complete business case","entity","19","Yes","",""
21,"carry forward Appointment Approval","entity","19","No","",""
21,"carry forward Appointment Approval","entity","20","business case completed","",""
22,"position requires medical assessment","condition","21","","",""
23,"apply 12 percent rate medical assessment","entity","22","Yes","",""
24,"no medical assessment required","entity","22","No","",""
25,"arrange and complete medical assessment up to 21 days","entity","23","assessment applicable","",""
26,"TS HR coordinator informs recruitment manager","entity","25","assessment completed","",""
26,"TS HR coordinator informs recruitment manager","entity","24","no assessment required","",""
27,"recruitment manager liaises with HR representative to confirm offer","entity","26","","",""
28,"assessment satisfactory","condition","27","","",""
29,"contact next candidate on shortlist","entity","28","No","",""
30,"end","end","29","","",""
31,"recruitment manager makes formal verbal offer to candidate","entity","28","Yes","",""
32,"candidate accepts verbal offer","condition","31","","",""
33,"create formal written offer","entity","32","Yes","",""
34,"contact next candidate on shortlist","entity","32","No","",""
35,"end","end","34","","",""
36,"send commencement pack to candidate","entity","33","done","",""
37,"send letter of appointment to candidate","entity","33","done","",""
38,"candidate receives documents","entity","36","pack sent","",""
38,"candidate receives documents","entity","37","letter sent","",""
39,"40 percent rate applicable","condition","38","","",""
40,"renegotiation required","entity","39","Yes","",""
41,"proceed without renegotiation","entity","39","No","",""
42,"renegotiation successful","condition","40","","",""
43,"end","end","42","Yes","",""
44,"identify next candidate on shortlist","entity","42","No","",""
45,"end","end","44","","",""
46,"candidate accepts documents","condition","41","","",""
47,"end","end","46","Yes","",""
48,"identify next candidate on shortlist","entity","46","No","",""
49,"end","end","48","","",""
