## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"start the Tennis Volley Club process","start","","","",""
2,"send letter","entity","1","","",""
3,"check letter correctness","entity","2","","",""
4,"letter correct","condition","3","","",""
5,"make phone call","entity","4","No","",""
6,"add mail number and date","entity","4","Yes","",""
7,"check letter correctness again","entity","5,6","","",""
8,"letter correct","condition","7","","",""
9,"make another phone call","entity","8","No","",""
10,"record and archive letter","entity","8","Yes","",""
11,"add mail number and date and record and archive letter","entity","9,10","","",""
12,"transmit letter and register with Miranda","entity","11","","",""
13,"membership decision","condition","12","","",""
14,"stamp new member and date","entity","13","Yes","",""
15,"provide negative answer","entity","13","No","",""
16,"end process","end","15","","",""
17,"add mail number and date","entity","14","","",""
18,"membership decision","condition","17","","",""
19,"stamp new member and date","entity","18","Yes","",""
20,"provide negative answer","entity","18","No","",""
21,"end process","end","20","","",""
22,"transmit letter to Charles","entity","19","","",""
23,"add new member","entity","22","","",""
24,"calculate membership fee","entity","23","","",""
25,"write down amount","entity","24","","",""
26,"prepare the invoice at home","entity","25","","",""
27,"send the membership card","entity","26","","",""
28,"end process","end","27","","",""
29,"send the invoices","entity","26","","",""
30,"end process","end","29","","",""
31,"print the membership card","entity","25","","",""
32,"send the membership card","entity","31","","",""
33,"end process","end","32","","",""
34,"send the invoices","entity","25","","",""
35,"print the membership card","entity","34","","",""
36,"end process","end","35","","",""
