## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"Start Talent Seek procedure","start","","","",""
2,"Applicant wants to discuss terms and conditions?","condition","1","","",""
3,"Discuss the terms and conditions with the candidate","entity","2","Yes","",""
4,"Applicant wants to modify terms and conditions?","condition","2","No","",""
4,"Applicant wants to modify terms and conditions?","condition","3","","",""
5,"Change is within set client limits?","condition","4","Yes","",""
6,"Relay the applicant's changes","entity","5","No","",""
7,"Continue with the process","entity","5","Yes","",""
8,"Relay the applicant's changes and continue with the process","entity","6","","",""
8,"Relay the applicant's changes and continue with the process","entity","7","","",""
9,"Seek approval for the offer and continue with the process","entity","4","No","",""
9,"Seek approval for the offer and continue with the process","entity","8","","",""
10,"Modify the terms and conditions accordingly","entity","9","","",""
11,"Send the appointment approval and mandatory documentation to HR Services","entity","10","","",""
12,"Scan and upload the completed approval form to Cloud Source","entity","11","","",""
13,"Make a formal offer","entity","12","","",""
14,"Check if the changes are acceptable","condition","13","","",""
15,"Continue with the process","entity","14","Yes","",""
16,"Select a new applicant from the list","entity","14","No","",""
17,"Check if the client accepts the changes","condition","15","","",""
17,"Check if the client accepts the changes","condition","16","","",""
18,"Process ends","end","17","Yes","",""
19,"Select a new candidate from the list","entity","17","No","",""
20,"Check if the client accepts the changes","condition","19","","",""
21,"Process ends","end","20","Yes","",""
22,"Select a new candidate from the list","entity","20","No","",""
23,"Process ends","end","22","","",""
