## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"start pathology process","start","","","",""
2,"receive gross pathology request","entity","1","","",""
3,"create barcode scan","entity","2","","",""
4,"complete registration gross pathology request","entity","3","","",""
5,"assign container to gross pathology request","entity","4","","",""
6,"start scan for specimen description","entity","5","","",""
7,"end scan for specimen description","entity","6","","",""
8,"start scan for registration gross pathology request continuation","entity","7","","",""
9,"write macroscopic description","entity","8","","",""
10,"process tissue","entity","8","","",""
11,"digitalization required","condition","10","","",""
12,"perform digitalization","entity","11","Yes","",""
13,"skip digitalization","entity","11","No","",""
14,"digitalization required again","condition","12,13","","",""
15,"perform digitalization","entity","14","Yes","",""
16,"skip digitalization","entity","14","No","",""
17,"complete tissue processing tasks","entity","15,16","","",""
18,"assign cases to pathologist","entity","9,17","","",""
19,"perform microscopic examination and diagnosis","entity","18","","",""
20,"write pathology report","entity","19","","",""
21,"confirm pathology report","entity","20","","",""
22,"deliver pathology report","entity","21","","",""
23,"process post-report","entity","22","","",""
24,"close pathology procedure","entity","23","","",""
25,"deliver pathology report and complete post-report processing","entity","24","","",""
26,"end pathology process","end","25","","",""
