## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"start the process","start","","","",""
2,"supply the requirement","entity","1","","",""
3,"document the requirement","entity","2","","",""
4,"How was the order received?","condition","3","","",""
5,"input the order into Excel file","entity","4","via fax","",""
5,"input the order into Excel file","entity","4","via mail or phone","",""
6,"Excel list","entity","5","","",""
7,"send the Excel list to the student","entity","6","","",""
8,"type the orders into the MS-Access database","entity","7","","",""
9,"MS-Access database","entity","8","","",""
10,"ensure that database input is completed","entity","9","","",""
11,"control the incoming order","entity","10","","",""
12,"continue to do the check","entity","10","","",""
13,"is the order correct?","condition","11,12","","",""
14,"release the order","entity","13","Yes","",""
15,"send the Excel list to the student","entity","14","","",""
16,"continue with the process","entity","15","","",""
17,"contact the selling agency","entity","13","No","",""
18,"upon receiving the actual issue","entity","17","","",""
19,"is the order worth less than 5.000 €?","condition","18","","",""
20,"release the order","entity","19","Yes","",""
21,"send the order for sign off and continue with the check","entity","19","No","",""
22,"order signed off","entity","21","","",""
23,"contact the client","entity","22","","",""
24,"release the order","entity","23","","",""
25,"order received by PPC","entity","16,20,24","","",""
26,"PPC initiate production","entity","25","","",""
27,"is the issue solvable?","condition","26","","",""
28,"release the order","entity","27","Yes","",""
29,"cancel the order","entity","27","No","",""
30,"goods will be produced","entity","28","","",""
31,"check the quality of the goods","entity","30","","",""
32,"create and send quality report to the finance department","entity","31","","",""
33,"release the order via memo","entity","32","","",""
34,"ensure that the memo is achieved in the warehouse","entity","33","","",""
35,"send the invoice","entity","34","","",""
36,"report the achievement to the finance department","entity","35","","",""
37,"commission the goods","entity","36","","",""
38,"sign and send the memo","entity","36","","",""
39,"send the goods","entity","38","","",""
40,"ensure that the signed memo is achieved in the logistic department","entity","39","","",""
41,"archive the memo","entity","40","","",""
42,"close the order","entity","41,37","","",""
43,"end","end","29","","",""
44,"end","end","42","","",""
