## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"Start Process","start","","","",""
2,"Supply Requirement and Document It","entity","1","","",""
3,"Is Order Received via Fax?","condition","2","","",""
4,"Input Order into Excel File (Fax)","entity","3","Yes","",""
5,"Is Order Received via Mail or Phone?","condition","3","No","",""
6,"Input Order into Excel File (Mail/Phone)","entity","5","Yes","",""
7,"Complete Excel List After a Week","entity","4,6","","",""
8,"Send Excel List to Student","entity","7","","",""
9,"Type Orders into MS-Access Database","entity","8","","",""
10,"Is Database Completed?","condition","9","","",""
11,"Control Incoming Order and Continue Check","entity","10","Yes","",""
12,"Release Order (Correct)","entity","11","Order Correct","",""
13,"Contact Selling Agency (Incorrect)","entity","11","Order Incorrect","",""
14,"Is Order Value Less Than 5 000 €?","condition","13","","",""
15,"Release Order (<5 000€)","entity","14","Yes","",""
16,"Send for Sign Off (>5 000€)","entity","14","No","",""
17,"Contact Selling Agency and Receive Actual Issue","entity","16","","",""
18,"Send Order for Sign Off After Receiving Issue","entity","17","","",""
19,"Sign Off and Contact Client to Release Order","entity","18","","",""
20,"Release Order Post Sign Off","entity","19","","",""
21,"Initiate Production (PPC)","entity","15,20","","",""
22,"Does the Order Need to be Canceled?","condition","21","","",""
23,"End Process (Cancel Order)","end","22","Yes","",""
24,"Check Quality of Goods","entity","22","No","",""
25,"Create and Send Quality Report to Finance Department","entity","24","","",""
26,"Release Order via Memo and Archive in Warehouse","entity","25","","",""
27,"Send Invoice to Client","entity","25","","",""
28,"Commission Goods and Sign Memo","entity","26,27","","",""
29,"Sign and Send Memo to Logistic Department","entity","28","","",""
30,"Ensure Signed Memo is Received by Logistics","entity","29","","",""
31,"Archive Memo and Close Order","entity","26,28,30","","",""
32,"End Process (Order Closed)","end","31","","",""
