## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"start process by supplying requirement and documenting it","start","","","",""
2,"Is the order received via fax?","condition","1","","",""
3,"Input order into Excel file","entity","2","","",""
4,"Is the order received via mail or phone?","condition","2","","",""
5,"Input order into Excel file","entity","4","","",""
6,"No input to Excel needed","entity","4","","",""
7,"Wait one week until Excel list is complete","entity","3,5,6","","",""
8,"Send Excel list to student","entity","7","","",""
9,"Receive Excel list from student","entity","8","","",""
10,"Type orders into MS Access database","entity","9","","",""
11,"Is database entry completed?","condition","10","","",""
12,"Control incoming order","entity","11","","",""
13,"Continue check","entity","11","","",""
14,"Is order correct?","condition","12,13","","",""
15,"Release order","entity","14","","",""
16,"Send Excel list to student","entity","15","","",""
17,"Receive Excel list from student","entity","16","","",""
18,"Continue process","entity","17","","",""
19,"Contact selling agency","entity","14","","",""
20,"Is order worth less than 5.000 €?","condition","19","","",""
21,"Release order","entity","20","","",""
22,"Send order for sign off","entity","20","","",""
23,"Continue check","entity","22","","",""
24,"Contact selling agency for actual issue","entity","23","","",""
25,"Receive actual issue from selling agency","entity","24","","",""
26,"Send order for sign off","entity","25","","",""
27,"Is order signed off?","condition","26","","",""
28,"Contact client","entity","27","","",""
29,"Release order","entity","27,28","","",""
30,"Order received by PPC","entity","29","","",""
31,"PPC initiates production","entity","30","","",""
32,"Can issue be solved?","condition","31","","",""
33,"Release order","entity","32","","",""
34,"Cancel order","entity","32","","",""
35,"Goods produced","entity","33","","",""
36,"Does order need to be cancelled?","condition","35","","",""
37,"Check quality of goods","entity","36","","",""
38,"Order does not need cancellation","entity","36","","",""
39,"No further action","end process","38","","",""
40,"End process","end","34","","",""
41,"Create and send quality report to finance department","entity","37","","",""
42,"Release order via memo","entity","41","","",""
43,"Ensure memo is archived in warehouse","entity","42","","",""
44,"Send invoice","entity","43","","",""
45,"Report achievement to finance department","entity","44","","",""
46,"Commission goods","entity","45","","",""
47,"Sign and send memo","entity","46","","",""
48,"Send goods","entity","47","","",""
49,"Ensure signed memo is received in logistic department","entity","48","","",""
50,"Archive memo","entity","49","","",""
51,"Close order","entity","50","","",""
52,"End process","end","51","","",""
