## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"start the process at 8:00 am","start","","","",""
2,"empty the mailbox","entity","1","","",""
3,"is the mailbox empty?","condition","2","","",""
4,"end the process","end","3","","",""
5,"continue the process","entity","3","","",""
6,"check if the mailbox is empty again","condition","5","","",""
7,"end the process","end","6","","",""
8,"continue the process","entity","6","","",""
9,"verify if the information is complete","condition","8","","",""
10,"add incoming mail number","date","9","","",""
11,"make a telephone call to sender","entity","9","","",""
12,"complete data by adding incoming mail number","date","11","","",""
13,"take letter book and member register to Miranda every Wednesday evening","entity","10,12","","",""
14,"is the applicant a new member?","condition","13","","",""
15,"stamp 'new Member' on the letter and write date","entity","14","","",""
16,"write to applicant to inform them of decision","entity","14","","",""
17,"end process for non-members","end","16","","",""
18,"write data after stamping 'new Member' and writing date","entity","15","","",""
19,"calculate fee","entity","18","","",""
20,"hand letter to Charles","entity","18","","",""
21,"ask Charles to write amount in register","entity","20","","",""
22,"print membership card and send to new member","entity","19,21","","",""
23,"end process for new members","end","22","","",""
24,"add new member to register","entity","15","","",""
25,"prepare invoice for new members","entity","24","","",""
26,"continue the process","entity","25","","",""
27,"ask Charles to write fee amount in register","entity","26","","",""
28,"end of process after fee recording","end","27","","",""
