## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"start the process","start","","","",""
2,"supply the requirement","entity","1","","",""
3,"document the requirement","entity","2","","",""
4,"order received via fax?","condition","3,8","","",""
5,"input the order into an Excel file","entity","4","Yes","",""
6,"order received via mail or phone?","condition","4","No","",""
7,"input the order into an Excel file","entity","6","Yes","",""
8,"wait for order via fax  mail  or phone","entity","6","No","",""
9,"Excel list complete after a week?","condition","5,7,11","","",""
10,"send the Excel list to the student","entity","9","Yes","",""
11,"wait for the Excel list to be complete","entity","9","No","",""
12,"Excel list received by the student?","condition","10,13","","",""
13,"wait for the Excel list receipt","entity","12","No","",""
14,"type orders into the MS-Access database","entity","12","Yes","",""
15,"typing orders into the database completed?","condition","14,16","","",""
16,"continue typing until database is complete","entity","15","No","",""
17,"control the incoming order","entity","15","Yes","",""
18,"continue doing the check","entity","15","Yes","",""
19,"order correct?","condition","17,18","","",""
20,"release the order","entity","19","Yes","",""
21,"send the Excel list to the student","entity","20","","",""
22,"Excel list received by the student?","condition","21,23","","",""
23,"wait for the Excel list receipt","entity","22","No","",""
24,"continue with the process","entity","22","Yes","",""
25,"contact the selling agency","entity","19","No","",""
26,"order worth less than €5 000?","condition","25","","",""
27,"release the order","entity","26","Yes","",""
28,"send it for sign off and continue with the check","entity","26","No","",""
29,"contact the selling agency","entity","28","","",""
30,"actual issue received from the selling agency?","condition","29,31","","",""
31,"wait for actual issue","entity","30","No","",""
32,"send the order for sign off","entity","30","Yes","",""
33,"contact the client and release the order","entity","32","","",""
34,"once the order is received by PPC  initiate production","entity","24,27,33","","",""
35,"produce the goods","entity","34","","",""
36,"order needs to be cancelled?","condition","35","","",""
37,"end","end","36","Yes","",""
38,"check the quality of the goods","entity","36","No","",""
39,"create and send a quality report to the finance department","entity","38","","",""
40,"release the order via memo","entity","39","","",""
41,"ensure that the memo is achieved in the warehouse","entity","40","","",""
42,"send the invoice","entity","41","","",""
43,"report the achievement to the finance department","entity","42","","",""
44,"commission the goods","entity","43","","",""
45,"sign and send the memo","entity","43","","",""
46,"send the goods","entity","43","","",""
47,"ensure the signed memo is achieved in the logistic department","entity","45","","",""
48,"archive the memo and close the order","entity","44,45,46,47","","",""
49,"end","end","48","","",""
