## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"Start Gross pathology request process","start","","","",""
2,"Registration gross pathology request","entity","1","","",""
3,"Create barcode scan at start of Registration gross pathology request","entity","2","","",""
4,"Assign container to gross pathology request","entity","3","","",""
5,"Specimen description","entity","4","","",""
6,"Pay attention to scan start in Specimen description","entity","5","","",""
7,"Pay attention to scan end in Specimen description","entity","6","","",""
8,"Pay attention to scan start in Registration gross pathology request (cont)","entity","7","","",""
9,"Macroscopic description writing","entity","8","","",""
10,"Tissue processing","entity","8","","",""
11,"Check if Digitalization is required (first check)","condition","10","","",""
12,"Continue process if Digitalization no (first check)","entity","11","","",""
13,"Digitalization if required (first check)","entity","11","","",""
14,"Merge after first Digitalization decision","entity","12,13","","",""
15,"Check if Digitalization is required (second check)","condition","14","","",""
16,"Continue process if Digitalization no (second check)","entity","15","","",""
17,"Digitalization if required (second check)","entity","15","","",""
18,"Assign cases to pathologist","entity","16,17","","",""
19,"Microscopic examination and diagnosis","entity","18","","",""
20,"Write pathology report","entity","19","","",""
21,"Confirm pathology report","entity","20","","",""
22,"Deliver pathology report","entity","21","","",""
23,"Post-report processing","entity","22","","",""
24,"Close pathology procedure","entity","23","","",""
25,"Deliver pathology report again and complete post-report processing","entity","24","","",""
26,"You have completed the pathology procedure","end","25","","",""
