## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"start election process with rector final year","start","","","",""
2,"launch acceptance of proposals for rector candidates","entity","1","","",""
3,"rector nominates self as candidate","entity","2","","",""
4,"stop acceptance of proposals","entity","3","","",""
5,"candidate meets required criteria","condition","4","No","",""
6,"include candidate in candidate list","entity","5","","",""
7,"inform candidate of refusal","entity","5","","",""
8,"end process","end","7","","",""
9,"candidate list formed","entity","6","","",""
10,"make candidate list public","entity","9","","",""
11,"candidates promote ideas and organize public meeting","entity","9","","",""
12,"public meeting commences and members able to vote","entity","10,11","","",""
13,"conduct election and count votes","entity","12","","",""
14,"voting successful","condition","13","No","",""
15,"announce election result","entity","14","","",""
16,"conclude public meeting","entity","15","","",""
17,"inform candidate of election results","entity","16","","",""
18,"end process","end","17","","",""
19,"conduct another election","entity","14","","",""
20,"conduct election and count votes","entity","19","","",""
21,"voting successful","condition","20","No","",""
22,"announce election result","entity","21","","",""
23,"conclude public meeting","entity","22","","",""
24,"inform candidate of election results","entity","23","","",""
25,"end process","end","24","","",""
26,"conduct another election","entity","21","","",""
27,"conduct election and count votes","entity","26","","",""
28,"voting successful","condition","27","No","",""
29,"announce election result","entity","28","","",""
30,"conclude public meeting","entity","29","","",""
31,"inform candidate of election results","entity","30","","",""
32,"end process","end","31","","",""
33,"conduct another election","entity","28","","",""
34,"conduct election and count votes","entity","33","","",""
35,"voting successful","condition","34","No","",""
36,"announce election result","entity","35","","",""
37,"conclude public meeting","entity","36","","",""
38,"inform candidate of election results","entity","37","","",""
39,"end process","end","38","","",""
40,"conduct another election","entity","35","","",""
