## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"start process by prioritizing orders based on receipt time","start","","","",""
2,"check if customer exists","condition","1","","",""
3,"check payment history of customer","entity","2","","",""
4,"is payment history good","condition","3","","",""
5,"continue process and send order confirmation","entity","4","","",""
6,"inform stock department","entity","5","","",""
7,"inform accounting department","entity","5","","",""
8,"merge informed stock and accounting departments","entity","6,7","","",""
9,"pack goods","entity","8","","",""
10,"write invoice","entity","8","","",""
11,"merge packed goods and written invoice","entity","9,10","","",""
12,"goods ready for delivery and invoice sent","entity","11","","",""
13,"deliver goods and invoice to customer","entity","12","","",""
14,"check if payment has been received","condition","13","","",""
15,"close order","entity","14","","",""
16,"check quantity of reminders","condition","14","","",""
17,"continue process if reminders are less than three","entity","16,3","","",""
18,"activate donning process","entity","16,3","","",""
19,"end process due to donning process activation","end","18","","",""
20,"is customer private","condition","4","","",""
21,"send decline message to private customer","entity","20","","",""
22,"end process due to decline message to private customer","end","21","","",""
23,"is customer wholesaler","condition","20","","",""
24,"create new customer","entity","23","","",""
25,"check product availability","condition","24","","",""
26,"continue process and send order confirmation","entity","25","","",""
27,"inform stock department","entity","26","","",""
28,"inform accounting department","entity","26","","",""
29,"merge informed stock and accounting departments","entity","27,28","","",""
30,"pack goods","entity","29","","",""
31,"write invoice","entity","29","","",""
32,"merge packed goods and written invoice","entity","30,31","","",""
33,"goods ready for delivery and invoice sent","entity","32","","",""
34,"deliver goods and invoice to customer","entity","33","","",""
35,"check if payment has been received","condition","34","","",""
36,"close order","entity","35","","",""
37,"check quantity of reminders","condition","35","","",""
38,"continue process if reminders are less than three","entity","37,3","","",""
39,"activate donning process","entity","37,3","","",""
40,"end process due to donning process activation","end","39","","",""
41,"produce missing goods","entity","25","","",""
42,"send decline message due to no product availability","entity","41","","",""
43,"end process due to product unavailability and decline","end","42","","",""
44,"verify customer status","condition","2","","",""
45,"is customer private","condition","44","","",""
46,"send decline message to private customer","entity","45","","",""
47,"end process due to decline message to private customer","end","46","","",""
48,"is customer wholesaler","condition","45","","",""
49,"create new customer","entity","48","","",""
50,"check product availability","condition","49","","",""
51,"continue process and send order confirmation","entity","50","","",""
52,"inform stock department","entity","51","","",""
53,"inform accounting department","entity","51","","",""
54,"merge informed stock and accounting departments","entity","52,53","","",""
55,"pack goods","entity","54","","",""
56,"write invoice","entity","54","","",""
57,"merge packed goods and written invoice","entity","55,56","","",""
58,"goods ready for delivery and invoice sent","entity","57","","",""
59,"deliver goods and invoice to customer","entity","58","","",""
60,"check if payment has been received","condition","59","","",""
61,"close order","entity","60","","",""
62,"check quantity of reminders","condition","60","","",""
63,"continue process if reminders are less than three","entity","62,3","","",""
64,"activate donning process","entity","62,3","","",""
65,"end process due to donning process activation","end","64","","",""
