## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label
sid-F0C07C28-4DA2-4825-9EDA-27381CBEE236,Password Verification,start,,
sid-4463E503-3092-4A9F-A4C3-78438AE15DC8,Verifiy Password,entity,sid-F0C07C28-4DA2-4825-9EDA-27381CBEE236,
sid-A7D731F2-9DC0-4E2E-8DA2-DBE0CBC0382B,condition,condition,sid-4463E503-3092-4A9F-A4C3-78438AE15DC8,
sid-CAAE6C2D-04BE-4828-9AF3-C8C9ADF0A63F,Go to: iforgot.apple.com,entity,sid-A7D731F2-9DC0-4E2E-8DA2-DBE0CBC0382B,Select Cancel
sid-1810688E-7200-429A-9AA8-B20927F4E939,Automatically directed to iforgot.apple.com,entity,sid-A7D731F2-9DC0-4E2E-8DA2-DBE0CBC0382B,Select Reset password
sid-E48A5B97-1C48-4D04-AECC-DB0EE638E9E3,Re enter in password,entity,sid-A7D731F2-9DC0-4E2E-8DA2-DBE0CBC0382B,Select Retry
sid-D671AA68-23AF-4DD4-84B4-A6C38E841BCA,Verification Successful,end,sid-A7D731F2-9DC0-4E2E-8DA2-DBE0CBC0382B,
sid-F6AB3B84-B1F6-4EF0-B191-BF46ACA6C620,Verification Unsuccessful,end,sid-A7D731F2-9DC0-4E2E-8DA2-DBE0CBC0382B,
sid-2FF6F145-8F81-446A-9E0A-4D07262316CE,Reset Password,entity,sid-CAAE6C2D-04BE-4828-9AF3-C8C9ADF0A63F,
sid-2FF6F145-8F81-446A-9E0A-4D07262316CE,Reset Password,entity,sid-1810688E-7200-429A-9AA8-B20927F4E939,
sid-4463E503-3092-4A9F-A4C3-78438AE15DC8,Verifiy Password,entity,sid-E48A5B97-1C48-4D04-AECC-DB0EE638E9E3,
sid-080DDD3A-B40F-4D3F-AF48-5052398F0E07,Return to the iTunes purchases page,entity,sid-2FF6F145-8F81-446A-9E0A-4D07262316CE,
sid-ECB69961-86B6-4371-84E3-C703649C220B,Select the price of the item,entity,sid-080DDD3A-B40F-4D3F-AF48-5052398F0E07,
sid-710E4D92-51DE-4F4D-A2DC-CB0717FD048E,condition,condition,sid-ECB69961-86B6-4371-84E3-C703649C220B,
sid-4463E503-3092-4A9F-A4C3-78438AE15DC8,Verifiy Password,entity,sid-710E4D92-51DE-4F4D-A2DC-CB0717FD048E,Enter Password
sid-42223192-9C82-4D7D-BBFB-E386F53EC64D,Enter Password,entity,sid-710E4D92-51DE-4F4D-A2DC-CB0717FD048E,Enter Apple ID
sid-4463E503-3092-4A9F-A4C3-78438AE15DC8,Verifiy Password,entity,sid-42223192-9C82-4D7D-BBFB-E386F53EC64D,
