## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label
sid-8CBB6EBA-A1F6-4443-BDC3-4C62757BC248,really stressed,start,,
sid-1207FFE6-ED8F-4974-B792-43A5EF744CD6,deciding to go on vacation,entity,sid-8CBB6EBA-A1F6-4443-BDC3-4C62757BC248,
sid-76DB89E5-681A-4A0E-AB76-1321A4CAC5A7,condition,condition,sid-1207FFE6-ED8F-4974-B792-43A5EF744CD6,
sid-3DD6780B-6F16-43F2-8EA9-A4A15FCE4571,choosing travel method,entity,sid-76DB89E5-681A-4A0E-AB76-1321A4CAC5A7,decided yes
sid-94C8116E-E4CE-4FEB-B4E1-D1E8671165C0,resigning job,entity,sid-76DB89E5-681A-4A0E-AB76-1321A4CAC5A7,decided no
sid-BC5E8E30-4553-4CEB-AFEB-3219386CD40B,condition,condition,sid-3DD6780B-6F16-43F2-8EA9-A4A15FCE4571,
sid-DE8E54E7-5125-47A4-A60C-A49E88C67587,job resigned,end,sid-94C8116E-E4CE-4FEB-B4E1-D1E8671165C0,
sid-05CB82BB-1F7A-4B17-AA97-AD66848748B6,booking tickets,entity,sid-BC5E8E30-4553-4CEB-AFEB-3219386CD40B,plane chosen
sid-7DA01984-0859-487E-B43C-0ACCEB4470D7,booking hotel,entity,sid-BC5E8E30-4553-4CEB-AFEB-3219386CD40B,car chosen
sid-8667F719-8A54-4338-9C90-DA07DAFD4DCC,tickets booked,entity,sid-05CB82BB-1F7A-4B17-AA97-AD66848748B6,
sid-B53AB745-ED1E-491B-87EF-1D2647590137,hotel booked,entity,sid-7DA01984-0859-487E-B43C-0ACCEB4470D7,
sid-32CA8A41-ABFB-4B00-B4E5-A2D1CD505608,luggage packed,entity,sid-F217D4C6-2FF8-48D0-B128-6D3348C587CE,
sid-EA7F021C-B69F-4F12-9400-8EB0B720D8AB,taking luggage to car,entity,sid-32CA8A41-ABFB-4B00-B4E5-A2D1CD505608,
sid-0447EFE0-1F4C-4118-A334-C6F3F75CCE5B,luggage taken to car,end,sid-EA7F021C-B69F-4F12-9400-8EB0B720D8AB,
sid-F217D4C6-2FF8-48D0-B128-6D3348C587CE,packing luggage,entity,sid-8667F719-8A54-4338-9C90-DA07DAFD4DCC,
sid-F217D4C6-2FF8-48D0-B128-6D3348C587CE,packing luggage,entity,sid-B53AB745-ED1E-491B-87EF-1D2647590137,
