## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label
sid-A149D5D4-ABFF-4855-B491-F7A822A79E77,Resupply Cycle Triggered,start,,
sid-A7E94FAD-4C6A-4F9D-A62B-C1C202FA58E0,Check Inventory Level;;,entity,sid-A149D5D4-ABFF-4855-B491-F7A822A79E77,
sid-DD88A083-A6F4-4AE6-92F8-C8207E756A23,Create Purchase Order,entity,sid-A7E94FAD-4C6A-4F9D-A62B-C1C202FA58E0,Inventory is at or below min
sid-0C16F475-464A-4B98-A779-A53F05921278,end,end,sid-A7E94FAD-4C6A-4F9D-A62B-C1C202FA58E0,Inventory is above min
sid-D72CA76A-99F1-4314-BE56-519DE15368CD,Review Purchase Order;;,entity,sid-DD88A083-A6F4-4AE6-92F8-C8207E756A23,
sid-9D53B527-29AD-4167-8098-81A48F46840B,condition,condition,sid-D72CA76A-99F1-4314-BE56-519DE15368CD,
sid-03CED739-B268-4055-B4E3-99F369A2E9DE,Reject Purchase Order,entity,sid-9D53B527-29AD-4167-8098-81A48F46840B,Purchase order is not good
sid-028AAC67-860A-420D-81CC-4F35F5321F7F,Approve Purchase Order,entity,sid-9D53B527-29AD-4167-8098-81A48F46840B,Purchase order is good
sid-9BFAFCB4-ECF0-464E-ADB5-46A235242D78,Rework Purchase Order,entity,sid-03CED739-B268-4055-B4E3-99F369A2E9DE,
sid-6D818B92-F31C-42CA-8A3F-F8D32B0E0077,Reserve Funds for Purchase,entity,sid-028AAC67-860A-420D-81CC-4F35F5321F7F,
sid-D72CA76A-99F1-4314-BE56-519DE15368CD,Review Purchase Order;;,entity,sid-9BFAFCB4-ECF0-464E-ADB5-46A235242D78,
sid-3B1DD68F-0975-4240-AE1C-E3BEF0136E0B,Send Purchase Order to Supplier,entity,sid-6D818B92-F31C-42CA-8A3F-F8D32B0E0077,
sid-CDE76382-3AE6-46BE-AF24-6074067E8BF9,Record Packing Slip,entity,sid-6EAD14C2-2C70-4EAF-8FAC-24AF6C8F2316,
sid-4B3421A3-F2F6-4E8D-AE50-5C5A6E7D9C1A,Record Invoice,entity,sid-FEE624A1-C634-4851-98DC-A99FA1099BF2,
sid-9AC6B8F5-E9F4-42CD-BC74-F390E947B849,Issue Payment,entity,sid-26B6D077-1DF6-44DE-A3B9-2049BA6C5C23,
sid-FF9B0B1C-C89C-4868-A58E-5F561738A2A4,end,end,sid-9AC6B8F5-E9F4-42CD-BC74-F390E947B849,
sid-26B6D077-1DF6-44DE-A3B9-2049BA6C5C23,Release Funds for Payment,entity,sid-CDE76382-3AE6-46BE-AF24-6074067E8BF9,
sid-26B6D077-1DF6-44DE-A3B9-2049BA6C5C23,Release Funds for Payment,entity,sid-4B3421A3-F2F6-4E8D-AE50-5C5A6E7D9C1A,
sid-6EAD14C2-2C70-4EAF-8FAC-24AF6C8F2316,Receive Packing Slip,entity,sid-3B1DD68F-0975-4240-AE1C-E3BEF0136E0B,
sid-FEE624A1-C634-4851-98DC-A99FA1099BF2,Receive Invoice,entity,sid-3B1DD68F-0975-4240-AE1C-E3BEF0136E0B,
