## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label
sid-DB6B20C1-7699-408C-A02A-40F448FD920F,kitchen entered,start,,
sid-159CB2E4-E5FF-400E-8CA5-AE42A6DF3E0F,condition,condition,sid-3B116DE9-66F8-42A6-8474-D1C156610DC4,
sid-BD0C63FF-E348-4B31-BF18-15FDD78BB153,spaghetti cooked,entity,sid-292FE12A-4428-45CB-9762-788802A8C800,
sid-FC276E74-42EC-4EBE-BC87-89D38BD1EBCF,get pesto from cupboard,entity,sid-159CB2E4-E5FF-400E-8CA5-AE42A6DF3E0F,pesto was available
sid-DF136E0C-78AE-4976-8618-49FD38C9C887,steal tomato sauce from roommate,entity,sid-159CB2E4-E5FF-400E-8CA5-AE42A6DF3E0F,pesto was not available
sid-006937ED-6F9E-4C1E-844C-094EC49D53D5,pesto picked,entity,sid-FC276E74-42EC-4EBE-BC87-89D38BD1EBCF,
sid-DB17DCC0-4324-4880-98E5-6A4A77B5C4B2,sauce stolen,entity,sid-DF136E0C-78AE-4976-8618-49FD38C9C887,
sid-A3D535D5-C376-40DC-8267-7929F21CED40,cook sauce,entity,sid-DB17DCC0-4324-4880-98E5-6A4A77B5C4B2,
sid-6A9A1F0C-4A4F-469B-9158-AD9216A9150A,meal prepared,end,sid-149A0571-383A-401F-A5C5-E3B6C42F07E8,
sid-F9D8C64E-19F4-4796-85CA-A6969930BEC3,sauce cooked,entity,sid-A3D535D5-C376-40DC-8267-7929F21CED40,
sid-149A0571-383A-401F-A5C5-E3B6C42F07E8,combine meal components,entity,sid-BD0C63FF-E348-4B31-BF18-15FDD78BB153,
sid-149A0571-383A-401F-A5C5-E3B6C42F07E8,combine meal components,entity,sid-006937ED-6F9E-4C1E-844C-094EC49D53D5,
sid-149A0571-383A-401F-A5C5-E3B6C42F07E8,combine meal components,entity,sid-F9D8C64E-19F4-4796-85CA-A6969930BEC3,
sid-3B116DE9-66F8-42A6-8474-D1C156610DC4,check pesto availability,entity,sid-DB6B20C1-7699-408C-A02A-40F448FD920F,
sid-292FE12A-4428-45CB-9762-788802A8C800,cook spaghetti,entity,sid-DB6B20C1-7699-408C-A02A-40F448FD920F,
