## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label
sid-257E1092-D75F-4000-AC26-1A7CAA988F4E,start,start,,
sid-C25AEBAC-1C2E-42A3-B9E6-CE3E527126FA,Check Referee Reports,entity,sid-257E1092-D75F-4000-AC26-1A7CAA988F4E,
sid-A8B38AE5-5730-41B5-AED2-AD0AD97BF820,Flag and Send Reminder,entity,sid-F7B9104F-2C89-40D5-A88A-77BBBFBF8A2D,No
sid-BF52B75A-DB90-433F-BC36-841A2A35BA49,Referee Report Completed,entity,sid-A8B38AE5-5730-41B5-AED2-AD0AD97BF820,
sid-1786EBB1-E435-471B-A400-FCEB3959DCA8,Receive Interview Candidate Feedback,entity,sid-80557F86-535F-4A3B-9CC8-FCD19B8EEEAC,
sid-7E6EE278-ECB7-4589-A71A-D441281DBA27,Psychometric Test Required?,condition,sid-1786EBB1-E435-471B-A400-FCEB3959DCA8,
sid-646476E9-4CF7-4CF0-9EFE-EA2F6B782241,HR Specialist Required?,condition,sid-7E6EE278-ECB7-4589-A71A-D441281DBA27,Yes
sid-A1A9E4D3-71B7-4275-8BE7-662C589DC910,Schedule Test With Third Party,entity,sid-646476E9-4CF7-4CF0-9EFE-EA2F6B782241,No
sid-6E785AA5-D320-4C26-B2B5-292E853FB16E,Complete Pschometric Test,entity,sid-646476E9-4CF7-4CF0-9EFE-EA2F6B782241,
sid-FCAB1D90-1F4C-4C93-9BF2-2F28E334A0D3,end,end,sid-A71E836C-5FF4-4F63-B1DB-0814CC073A58,
sid-A71E836C-5FF4-4F63-B1DB-0814CC073A58,Request Final Candidate Ranking,entity,sid-A1A9E4D3-71B7-4275-8BE7-662C589DC910,
sid-A71E836C-5FF4-4F63-B1DB-0814CC073A58,Request Final Candidate Ranking,entity,sid-6E785AA5-D320-4C26-B2B5-292E853FB16E,
sid-F7B9104F-2C89-40D5-A88A-77BBBFBF8A2D,Referee Reports Completed?,condition,sid-C25AEBAC-1C2E-42A3-B9E6-CE3E527126FA,
sid-6BD67A96-672A-4ADF-AD59-0AC8A6C02006,Co-Ordinate Round 2 Selection,entity,sid-C25AEBAC-1C2E-42A3-B9E6-CE3E527126FA,
sid-A71E836C-5FF4-4F63-B1DB-0814CC073A58,Request Final Candidate Ranking,entity,sid-7E6EE278-ECB7-4589-A71A-D441281DBA27,No
sid-80557F86-535F-4A3B-9CC8-FCD19B8EEEAC,Organise Interviews for Selection Panel with Top Candidates,entity,sid-F7B9104F-2C89-40D5-A88A-77BBBFBF8A2D,Yes
sid-80557F86-535F-4A3B-9CC8-FCD19B8EEEAC,Organise Interviews for Selection Panel with Top Candidates,entity,sid-6BD67A96-672A-4ADF-AD59-0AC8A6C02006,
sid-80557F86-535F-4A3B-9CC8-FCD19B8EEEAC,Organise Interviews for Selection Panel with Top Candidates,entity,sid-BF52B75A-DB90-433F-BC36-841A2A35BA49,
