## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label
sid-DEE8044C-D4B7-4B09-A8D0-9B759549DE7F,Order,start,,
sid-EF6A06D4-61E6-4B17-8EA9-D487FB1D77D2,Check customer,entity,sid-DEE8044C-D4B7-4B09-A8D0-9B759549DE7F,
sid-3777BFB4-3741-43D2-831F-4FB105CA39AE,condition,condition,sid-EF6A06D4-61E6-4B17-8EA9-D487FB1D77D2,
sid-76B53E9C-9E6A-40DA-B59F-0376BE102433,Inform customer,entity,sid-3777BFB4-3741-43D2-831F-4FB105CA39AE,not eligible to order
sid-6B7209C9-EC78-4976-9D94-56520B396930,Open a new order in ERP system;;,entity,sid-3777BFB4-3741-43D2-831F-4FB105CA39AE,eligible to order
sid-99BA2191-187D-44B3-A67F-394D48A0B310,end,end,sid-76B53E9C-9E6A-40DA-B59F-0376BE102433,
sid-EC8DFA8E-118F-4691-AACB-DA500BE14593,Availibility check,entity,sid-6B7209C9-EC78-4976-9D94-56520B396930,
sid-170BDFED-1AC8-4A0F-97B5-A93E0519E72F,Available?,condition,sid-EC8DFA8E-118F-4691-AACB-DA500BE14593,
sid-6CE46530-3DA3-4D5E-8C9A-1E3EAE337BC7,Start producing missing parts,entity,sid-170BDFED-1AC8-4A0F-97B5-A93E0519E72F,no
sid-E6D569CF-E392-4610-A2ED-F5FA43DE6A47,condition,condition,sid-4A7A5511-CA8E-48E4-A41C-242243F3FEF3,
sid-BE74989B-A737-4CC3-BFBA-C6ED1A4508A6,close order,entity,sid-E6D569CF-E392-4610-A2ED-F5FA43DE6A47,payment received
sid-157945DF-5896-464D-AC9A-7A285EF710C1,send reminder,entity,sid-E6D569CF-E392-4610-A2ED-F5FA43DE6A47,payment not received
sid-9EAA87E1-0E05-4197-8D27-7DFC417CBC9B,end,end,sid-BE74989B-A737-4CC3-BFBA-C6ED1A4508A6,
sid-2297F5F4-2B01-433B-8AD6-A587705EE442,condition,condition,sid-157945DF-5896-464D-AC9A-7A285EF710C1,
sid-021454BE-CF0D-484C-9101-6C35476A144C,inform lawyer,end,sid-2297F5F4-2B01-433B-8AD6-A587705EE442,reminder == 3
sid-C13B4479-55F4-4E46-8C21-686BE6D90BE2,Ship products,entity,sid-0EA89B2F-DF07-49C3-8239-7F7DA387D5EE,
sid-6CD64BAB-4A79-40A6-9C08-EAC066812249,Send invoice,entity,sid-0EA89B2F-DF07-49C3-8239-7F7DA387D5EE,
sid-4A7A5511-CA8E-48E4-A41C-242243F3FEF3,check for payment,entity,sid-C13B4479-55F4-4E46-8C21-686BE6D90BE2,
sid-4A7A5511-CA8E-48E4-A41C-242243F3FEF3,check for payment,entity,sid-6CD64BAB-4A79-40A6-9C08-EAC066812249,
sid-4A7A5511-CA8E-48E4-A41C-242243F3FEF3,check for payment,entity,sid-2297F5F4-2B01-433B-8AD6-A587705EE442,reminder < 3
sid-0EA89B2F-DF07-49C3-8239-7F7DA387D5EE,Prepare producst for shipment,entity,sid-170BDFED-1AC8-4A0F-97B5-A93E0519E72F,
sid-0EA89B2F-DF07-49C3-8239-7F7DA387D5EE,Prepare producst for shipment,entity,sid-6CE46530-3DA3-4D5E-8C9A-1E3EAE337BC7,
