## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label
sid-A7277764-47A9-4BD7-BCF7-4B575499083D,start,start,,
sid-EA7B10AF-9BD4-4FFD-945A-20A78506998F,join team,entity,sid-A7277764-47A9-4BD7-BCF7-4B575499083D,
sid-502E7928-9E64-477B-ACAB-E3405D816057,agree on team domain,entity,sid-EA7B10AF-9BD4-4FFD-945A-20A78506998F,
sid-1EAD159A-BA97-4191-860D-3F6F9D9AF57F,create one process model,entity,sid-502E7928-9E64-477B-ACAB-E3405D816057,
sid-E1BAABB8-3657-4693-88C9-C22F57D74B37,check process model,entity,sid-1EAD159A-BA97-4191-860D-3F6F9D9AF57F,
sid-42F82F45-0EF8-4312-A648-A127819A014C,condition,condition,sid-E1BAABB8-3657-4693-88C9-C22F57D74B37,
sid-B5BB5F68-3793-438E-9FE0-880D83BC9B26,assign negative points,entity,sid-42F82F45-0EF8-4312-A648-A127819A014C,NOT OK
sid-9A46F44B-A889-4C57-8407-AC629E7CC4CC,fix the problem at the next seasion,entity,sid-B5BB5F68-3793-438E-9FE0-880D83BC9B26,
sid-47908D2E-A7DA-4C31-8DD5-759B283503CC,condition,condition,sid-6BFD05D0-7AAC-409D-9799-44D7C353B330,
sid-AFD1A48A-177E-4FB3-97F1-29E3B0F1976C,assign roles in the tem,entity,sid-47908D2E-A7DA-4C31-8DD5-759B283503CC,analyse the field of study
sid-61BDA9E4-6F3E-4D34-880D-F578763BFADA,check the progress and consult problems,entity,sid-E1E1FF28-CBF9-44C4-8503-73C65A1E6745,
sid-4AA4BFCD-1D14-4E8D-9985-1712C41B0E71,condition,condition,sid-61BDA9E4-6F3E-4D34-880D-F578763BFADA,
sid-6243FED5-42BE-4E4F-AA64-AECFEDC1DD92,present the project,entity,sid-4AA4BFCD-1D14-4E8D-9985-1712C41B0E71,project accepted
sid-E1E1FF28-CBF9-44C4-8503-73C65A1E6745,perform work according to role,entity,sid-4AA4BFCD-1D14-4E8D-9985-1712C41B0E71,project not accepted
sid-90E0EE09-1843-4E53-8C03-288D18EA7EC7,end,end,sid-6243FED5-42BE-4E4F-AA64-AECFEDC1DD92,
sid-6BFD05D0-7AAC-409D-9799-44D7C353B330,"extend the process to L2,3",entity,sid-42F82F45-0EF8-4312-A648-A127819A014C,proscess is ok
sid-6BFD05D0-7AAC-409D-9799-44D7C353B330,"extend the process to L2,3",entity,sid-9A46F44B-A889-4C57-8407-AC629E7CC4CC,
sid-E1E1FF28-CBF9-44C4-8503-73C65A1E6745,perform work according to role,entity,sid-47908D2E-A7DA-4C31-8DD5-759B283503CC,check the process and assign points
sid-E1E1FF28-CBF9-44C4-8503-73C65A1E6745,perform work according to role,entity,sid-AFD1A48A-177E-4FB3-97F1-29E3B0F1976C,
