## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label
sid-53C0F9B7-CBCD-47DF-A144-A67630D16113,supply requirement,start,,
sid-5CE6624C-9934-4A30-A7E6-FBF7B4C1A966,documentate the requirement,entity,sid-53C0F9B7-CBCD-47DF-A144-A67630D16113,
sid-41248E54-7394-4A9D-A1F3-26C746AADA2B,condition,condition,sid-5CE6624C-9934-4A30-A7E6-FBF7B4C1A966,
sid-7589D0D1-7E2D-4B39-B718-9006AC77DCDB,input order into excel file,entity,sid-41248E54-7394-4A9D-A1F3-26C746AADA2B,incoming order via Fax
sid-7750906F-C057-4730-B563-0C338E57482A,input order into excel file,entity,sid-41248E54-7394-4A9D-A1F3-26C746AADA2B,incoming order via Mail
sid-CBF3FB52-579D-4893-ACF7-F22749C28C9A,input order into excel file,entity,sid-41248E54-7394-4A9D-A1F3-26C746AADA2B,incoming order via Phone
sid-74A31A98-9C2D-443B-8034-15301956D1F9,send excel list to student,entity,sid-59B5DE77-F846-4248-9E6E-483DC6CEFE65,
sid-02E2AC1C-FEDF-4952-88DC-7BAF47890776,recieved excel list,entity,sid-74A31A98-9C2D-443B-8034-15301956D1F9,
sid-256BAD56-F633-44CB-AA46-D63B818E802E,type orders into MS-Access database,entity,sid-02E2AC1C-FEDF-4952-88DC-7BAF47890776,
sid-EAA47788-C1F7-453B-88DE-56AB219E4FA8,completed database,entity,sid-256BAD56-F633-44CB-AA46-D63B818E802E,
sid-3BAD9245-E31F-417F-AA24-3D0BD369CFE6,control incoming order,entity,sid-EAA47788-C1F7-453B-88DE-56AB219E4FA8,
sid-09F196F3-C50D-46EE-8869-3AC1FD2D83CF,release order,entity,sid-F459999F-C74A-42A6-B623-D414DE0BF438,order correct
sid-F15FF9FE-15CD-4E9A-BC60-356DE8E56176,contact selling agency,entity,sid-F459999F-C74A-42A6-B623-D414DE0BF438,order incorrect
sid-A342D699-8363-47A6-94EB-4BF4BF037863,release order,entity,sid-F21845E2-BA25-4A65-85EA-7AAFE67A5D4E,worth less than 5.000 €
sid-29D59405-0FC7-47C2-B64C-6B0E0F602997,send order  to sign off,entity,sid-F21845E2-BA25-4A65-85EA-7AAFE67A5D4E,worth more than 5.000 €
sid-5C34D281-9EC5-4AC8-B557-31F5854F0E91,actual issue recieved,entity,sid-F15FF9FE-15CD-4E9A-BC60-356DE8E56176,
sid-6622C1BB-C763-4C0C-860C-D845B15D87CA,Order signed off,entity,sid-29D59405-0FC7-47C2-B64C-6B0E0F602997,
sid-DD088FD6-1F57-4CFA-95E2-CE484D6BBD27,contact client,entity,sid-5C34D281-9EC5-4AC8-B557-31F5854F0E91,
sid-3B6B8412-0D11-49C4-B475-FD3F2BD9617B,release order,entity,sid-6622C1BB-C763-4C0C-860C-D845B15D87CA,
sid-97E01CC8-61E1-4349-9FCA-510CF0D339F3,condition,condition,sid-DD088FD6-1F57-4CFA-95E2-CE484D6BBD27,
sid-5A150E07-97E5-4E33-860A-7135534D9B84,PPC initiate production,entity,sid-94F633C6-452F-4BB9-B3CD-89B3BAB5EC17,
sid-D067185E-D640-47B1-8570-3307123BF5C5,canceling order,entity,sid-97E01CC8-61E1-4349-9FCA-510CF0D339F3,issue can´t be solved
sid-9A1D10D8-4DFD-4C26-A4B8-7072051F43B1,release order,entity,sid-97E01CC8-61E1-4349-9FCA-510CF0D339F3,issue can be solved
sid-452BCF93-37D4-41CB-97EC-D7580842CEEA,goods produced,entity,sid-5A150E07-97E5-4E33-860A-7135534D9B84,
sid-73FB8270-C9D9-4623-B439-C6C07BD408FD,order cancelled,end,sid-D067185E-D640-47B1-8570-3307123BF5C5,
sid-231D146F-FC0A-49FF-BB3E-9DA499FF6F35,check qualitiy,entity,sid-452BCF93-37D4-41CB-97EC-D7580842CEEA,
sid-2D11FC64-CDC9-4AB4-B6A8-DD6980BF2902,quality checked,entity,sid-231D146F-FC0A-49FF-BB3E-9DA499FF6F35,
sid-728269FB-41B1-4BB7-A943-06117DF3AA78,create and send quality report,entity,sid-2D11FC64-CDC9-4AB4-B6A8-DD6980BF2902,
sid-628BCFC5-512E-4FEE-83AC-05712B28695E,report achieved to finance department,entity,sid-728269FB-41B1-4BB7-A943-06117DF3AA78,
sid-DCE3C876-6CE2-432D-8ADC-A42AFA01F77B,send invoice,entity,sid-628BCFC5-512E-4FEE-83AC-05712B28695E,
sid-96F0B977-6105-48DE-988C-58AFB1658B9A,invoice sent,entity,sid-DCE3C876-6CE2-432D-8ADC-A42AFA01F77B,
sid-856B06F7-B0C5-45DF-A61C-503CB1872287,release order via memo,entity,sid-96F0B977-6105-48DE-988C-58AFB1658B9A,
sid-9568B969-C344-4902-89A1-AB695E157C8E,memo achieved in warehouse,entity,sid-856B06F7-B0C5-45DF-A61C-503CB1872287,
sid-59B5DE77-F846-4248-9E6E-483DC6CEFE65,excel list complete after a week,entity,sid-7589D0D1-7E2D-4B39-B718-9006AC77DCDB,
sid-59B5DE77-F846-4248-9E6E-483DC6CEFE65,excel list complete after a week,entity,sid-7750906F-C057-4730-B563-0C338E57482A,
sid-59B5DE77-F846-4248-9E6E-483DC6CEFE65,excel list complete after a week,entity,sid-CBF3FB52-579D-4893-ACF7-F22749C28C9A,
sid-C9656F79-DA95-4C8A-88E0-75088C43FBCF,signed memo achieved in logistic department,entity,sid-DE8321B1-3EB8-486A-87F3-130A52B7EDF3,
sid-C9656F79-DA95-4C8A-88E0-75088C43FBCF,signed memo achieved in logistic department,entity,sid-39DDE74C-724D-4207-84F8-E35D7146D542,
sid-8B16FD28-894F-4995-A20A-DDD96FFF3763,order closed,end,sid-33239613-D61B-42B5-A070-49DA918DE2CA,
sid-8B16FD28-894F-4995-A20A-DDD96FFF3763,order closed,end,sid-DB2630D9-981D-4DAB-8C3E-2D296D5BBF67,
sid-F459999F-C74A-42A6-B623-D414DE0BF438,condition,condition,sid-3BAD9245-E31F-417F-AA24-3D0BD369CFE6,
sid-F21845E2-BA25-4A65-85EA-7AAFE67A5D4E,condition,condition,sid-3BAD9245-E31F-417F-AA24-3D0BD369CFE6,
sid-94F633C6-452F-4BB9-B3CD-89B3BAB5EC17,Order recieved PPC,entity,sid-A342D699-8363-47A6-94EB-4BF4BF037863,
sid-94F633C6-452F-4BB9-B3CD-89B3BAB5EC17,Order recieved PPC,entity,sid-3B6B8412-0D11-49C4-B475-FD3F2BD9617B,
sid-DE8321B1-3EB8-486A-87F3-130A52B7EDF3,comission goods,entity,sid-9568B969-C344-4902-89A1-AB695E157C8E,
sid-39DDE74C-724D-4207-84F8-E35D7146D542,sign and send memo,entity,sid-9568B969-C344-4902-89A1-AB695E157C8E,
sid-33239613-D61B-42B5-A070-49DA918DE2CA,send goods,entity,sid-C9656F79-DA95-4C8A-88E0-75088C43FBCF,
sid-DB2630D9-981D-4DAB-8C3E-2D296D5BBF67,archive memo,entity,sid-C9656F79-DA95-4C8A-88E0-75088C43FBCF,
sid-94F633C6-452F-4BB9-B3CD-89B3BAB5EC17,Order recieved PPC,entity,sid-09F196F3-C50D-46EE-8869-3AC1FD2D83CF,
sid-94F633C6-452F-4BB9-B3CD-89B3BAB5EC17,Order recieved PPC,entity,sid-9A1D10D8-4DFD-4C26-A4B8-7072051F43B1,
