## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label
sid-9EE0FBB7-1006-4333-B676-B2D29CD917B3,incoming order,start,,
sid-61E67773-C50C-4A52-93A1-22A67E5BF8A7,order received,entity,sid-9EE0FBB7-1006-4333-B676-B2D29CD917B3,
sid-E6870AC1-7099-45B8-98CD-6F97BBE8C1CE,send collected order list,entity,sid-61E67773-C50C-4A52-93A1-22A67E5BF8A7,
sid-67A41E46-952E-4228-AB1C-3B3763B736B8,collected order list,entity,sid-E6870AC1-7099-45B8-98CD-6F97BBE8C1CE,
sid-41F5B8FD-CABE-473D-B5D6-97EA54352DA9,implement in database,entity,sid-67A41E46-952E-4228-AB1C-3B3763B736B8,
sid-D7DABE86-9368-4BDD-B200-566F691A2230,data implemented,entity,sid-41F5B8FD-CABE-473D-B5D6-97EA54352DA9,
sid-33AFB7D6-47A4-4F7C-88DC-1206064A1C8B,collect all in one excel-file,entity,sid-D7DABE86-9368-4BDD-B200-566F691A2230,
sid-9BB5D15E-7C91-458F-B963-633B7C11BA8C,data collected,entity,sid-33AFB7D6-47A4-4F7C-88DC-1206064A1C8B,
sid-34B0AFD7-7EF7-4022-B1BF-D1CDB6B10F51,check order and customer,entity,sid-9BB5D15E-7C91-458F-B963-633B7C11BA8C,
sid-BAACAF4B-ADBA-4D59-AA93-C52F31C55D48,order and customer checked,entity,sid-34B0AFD7-7EF7-4022-B1BF-D1CDB6B10F51,
sid-FFEB94EC-6EDC-4925-8C6F-C8FB6F317DF5,condition,condition,sid-BAACAF4B-ADBA-4D59-AA93-C52F31C55D48,
sid-F7840268-5278-4CF8-B637-8B9F7386259A,data permitted,entity,sid-FFEB94EC-6EDC-4925-8C6F-C8FB6F317DF5,permit data
sid-8AFEADB2-4191-4246-88D7-39E2FCD7F336,data not permitted,entity,sid-FFEB94EC-6EDC-4925-8C6F-C8FB6F317DF5,not permit data
sid-B9375087-9449-467D-922F-D6BCD6EFD4AB,release data,entity,sid-F7840268-5278-4CF8-B637-8B9F7386259A,
sid-40AA7E7D-D479-41E3-BE93-DEF741DA565E,contact selling agency,entity,sid-8AFEADB2-4191-4246-88D7-39E2FCD7F336,
