## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label
sid-75B0CDC0-E89D-46AD-A7D7-F5AB55550D0D,Freights ready to be shipped,start,,
sid-471BFE6C-2F01-4C2B-83C7-F31F308C8C87,Ship freight,entity,sid-75B0CDC0-E89D-46AD-A7D7-F5AB55550D0D,
sid-947935DB-0BA8-454E-8143-201C1D84FBDA,Lodge damage claim report,end,sid-AB3DF9F0-A578-4680-BF00-552AC1FB5776,
sid-71D4DF8E-B130-42E0-B48B-D4EE275AE345,Approve loss claim,end,sid-AB3DF9F0-A578-4680-BF00-552AC1FB5776,Lodge loss claim report
sid-E147EA11-9B5F-4F4E-9C5E-3080A5E5B69F,condition,condition,sid-AB3DF9F0-A578-4680-BF00-552AC1FB5776,Lodge request for merchandise return
sid-734450CC-E2B8-47E1-BD45-4D58CA978021,Invoice customer,entity,sid-AB3DF9F0-A578-4680-BF00-552AC1FB5776,5 days
sid-11419999-4CF1-4DEC-842C-CFCB6013049B,Accept merchandise return,entity,sid-E147EA11-9B5F-4F4E-9C5E-3080A5E5B69F,accept return
sid-0EEB3C0F-C905-4099-B717-2FA065AD1D18,Reject merchandise return,entity,sid-E147EA11-9B5F-4F4E-9C5E-3080A5E5B69F,reject return
sid-25F240F9-343F-494D-86CE-AA59C4EDFC5F,Customer invoiced,end,sid-734450CC-E2B8-47E1-BD45-4D58CA978021,
sid-B4E1D963-8155-420F-B24B-FA2727934C6D,Return merchandise,entity,sid-11419999-4CF1-4DEC-842C-CFCB6013049B,
sid-72DF8C61-B345-4944-982D-7EB5CA3CE807,Merchandise return request rejected,end,sid-0EEB3C0F-C905-4099-B717-2FA065AD1D18,
sid-14D7DB22-7E00-4C20-91A5-EA90F0D5C788,Merchandise returned,end,sid-B4E1D963-8155-420F-B24B-FA2727934C6D,
sid-C90A4A7F-FBC9-45D0-AD1E-D4A71F6016A4,Deliver freight,entity,sid-471BFE6C-2F01-4C2B-83C7-F31F308C8C87,
sid-21F98978-6B16-411F-9FFC-6278A3753416,Notify delivery,entity,sid-471BFE6C-2F01-4C2B-83C7-F31F308C8C87,
sid-AB3DF9F0-A578-4680-BF00-552AC1FB5776,condition,condition,sid-C90A4A7F-FBC9-45D0-AD1E-D4A71F6016A4,
sid-AB3DF9F0-A578-4680-BF00-552AC1FB5776,condition,condition,sid-21F98978-6B16-411F-9FFC-6278A3753416,
