## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label
sid-B4904E1C-E46F-4406-9A08-7D27FB40A147,start,start,,
sid-13FD57BA-7C3A-4CEE-A505-0AAD431B858E,Assess the Change Request,entity,sid-B4904E1C-E46F-4406-9A08-7D27FB40A147,
sid-1B056373-2EC2-410F-A5CA-9177549CD7A6,Check affected systems for impacts to business unit,entity,sid-13FD57BA-7C3A-4CEE-A505-0AAD431B858E,
sid-4E79C3C5-80B9-4C46-8606-9483EBC9F5AC,Determine if the Change Request should be Approved,entity,sid-1B056373-2EC2-410F-A5CA-9177549CD7A6,
sid-8C8C877A-F159-4DBB-AAF0-27A48E34D588,condition,condition,sid-4E79C3C5-80B9-4C46-8606-9483EBC9F5AC,
sid-4105C613-5CE5-43D6-AB37-00BC61B3B8A3,Approve Change Request,entity,sid-8C8C877A-F159-4DBB-AAF0-27A48E34D588,Change Request should be approved in current state
sid-2AE9B335-8622-40B0-9EA6-3B6C39282E80,Determine if change will be acceptable if more information provided,entity,sid-8C8C877A-F159-4DBB-AAF0-27A48E34D588,Change Request should not be approved in current state
sid-ABA74340-CC90-4753-A84A-C2A3B63513BA,Change Approved,entity,sid-4105C613-5CE5-43D6-AB37-00BC61B3B8A3,
sid-496E5471-799D-48E4-9293-DECB2B7D0755,condition,condition,sid-2AE9B335-8622-40B0-9EA6-3B6C39282E80,
sid-6C9171B7-242C-4FDE-9BF1-E24D31943178,Reject change,entity,sid-496E5471-799D-48E4-9293-DECB2B7D0755,Change unacceppable
sid-D5FF51FD-FBAE-4C2C-AD08-C80304CB0036,Request for information from Change Co-ordinator,entity,sid-496E5471-799D-48E4-9293-DECB2B7D0755,
sid-7AB27440-6CDB-428A-A0EF-6897AC130CB3,Email enquiry to Change Co-ordinator,entity,sid-D5FF51FD-FBAE-4C2C-AD08-C80304CB0036,
sid-33E06088-A66F-4887-8A91-5140575EBB12,3 business days,entity,sid-57E51E45-3998-4CDF-AF96-FE30E664CA84,
sid-56386CA0-A126-4328-B749-BC2C375955C8,Forward inquires to Change Requester,entity,sid-7AB27440-6CDB-428A-A0EF-6897AC130CB3,
sid-57DC115E-8E16-441C-A11A-FBDF7BF54731,end,end,sid-33E06088-A66F-4887-8A91-5140575EBB12,
sid-398CC39E-4C7A-4AC3-AEAD-CB5A18E6D86D,Inquiry from CAB,entity,sid-56386CA0-A126-4328-B749-BC2C375955C8,
sid-AA15658D-C8D3-4AD5-B279-794330AAEECE,1-3 business day,entity,sid-398CC39E-4C7A-4AC3-AEAD-CB5A18E6D86D,
sid-665DD532-8C3E-44CD-BFE2-7574E3A41EEF,Response from Requester,entity,sid-AA15658D-C8D3-4AD5-B279-794330AAEECE,
sid-63B03FAD-EA9D-4759-8447-13DA6ADFAAD9,Forward Response to CAB,entity,sid-665DD532-8C3E-44CD-BFE2-7574E3A41EEF,
sid-4E79C3C5-80B9-4C46-8606-9483EBC9F5AC,Determine if the Change Request should be Approved,entity,sid-63B03FAD-EA9D-4759-8447-13DA6ADFAAD9,
sid-57E51E45-3998-4CDF-AF96-FE30E664CA84,Update approval register,entity,sid-ABA74340-CC90-4753-A84A-C2A3B63513BA,
sid-57E51E45-3998-4CDF-AF96-FE30E664CA84,Update approval register,entity,sid-6C9171B7-242C-4FDE-9BF1-E24D31943178,
