## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label
sid-A0B554DE-6943-48C3-87D8-5798E649879D,order received,start,,
sid-07D5DFBF-C6CE-469C-82BD-AE51FDD53F77,check customer,entity,sid-A0B554DE-6943-48C3-87D8-5798E649879D,
sid-498625EE-5191-425D-9C45-14B9DD9C741E,condition,condition,sid-07D5DFBF-C6CE-469C-82BD-AE51FDD53F77,
sid-DEBB79A3-1349-4ED6-BE91-CA8AB9194F81,checking payment history,entity,sid-498625EE-5191-425D-9C45-14B9DD9C741E,customer exists
sid-72782290-EC14-4265-9C8E-29BA3CDD23B8,check customer status,entity,sid-498625EE-5191-425D-9C45-14B9DD9C741E,customer does not exist
sid-B3560F07-423F-42E1-BBD6-160DCF58AB82,condition,condition,sid-DEBB79A3-1349-4ED6-BE91-CA8AB9194F81,
sid-EEA2B1B5-A317-4975-88E8-054CE5F74247,condition,condition,sid-72782290-EC14-4265-9C8E-29BA3CDD23B8,
sid-F2F31B93-3A35-4DBF-822F-CD0F7BB3D6AE,sending a decline message,entity,sid-B3560F07-423F-42E1-BBD6-160DCF58AB82,bad payment history
sid-9CDCE72E-D9B7-40C6-A2EF-C9A9B955A212,sending a declining message to customer,entity,sid-EEA2B1B5-A317-4975-88E8-054CE5F74247,private customer
sid-AE5FEED5-E739-42EE-8640-2B2AFCD26A89,create new Customer,entity,sid-EEA2B1B5-A317-4975-88E8-054CE5F74247,whole-saler
sid-2C046843-B8ED-4F8C-AA6B-50A6F1863E16,oder declined,end,sid-F2F31B93-3A35-4DBF-822F-CD0F7BB3D6AE,
sid-6275B577-6CAE-4F05-BD3C-6B1FD97051A9,order declined,end,sid-9CDCE72E-D9B7-40C6-A2EF-C9A9B955A212,
sid-46750E88-368B-4B98-A285-98D123391E7D,New Customer created,entity,sid-AE5FEED5-E739-42EE-8640-2B2AFCD26A89,
sid-BF6A5430-EE85-47D6-BD3E-9EA8CE8CF74E,producing the missing goods,entity,sid-1BFFEBF6-D1E5-482C-9DAA-6ACA24A67477,Product not available
sid-E9EB12AA-6295-460C-9B0E-273E8DE09A77,send order confirmation,entity,sid-CF399BAB-7E33-422B-8692-1C9310A5A6D5,
sid-66671981-4D18-4DCB-8CB0-02EB8DC829E3,goods produced,entity,sid-BF6A5430-EE85-47D6-BD3E-9EA8CE8CF74E,
sid-20565B10-9193-48AB-AD81-7C97BA08E141,confirmation is sent,entity,sid-E9EB12AA-6295-460C-9B0E-273E8DE09A77,
sid-A7515834-4E29-4338-8974-628E10288F95,packing the goods,entity,sid-12485783-4C70-4389-A401-91404C4C6A37,
sid-C8CFC59E-B21A-436D-A491-2E1B24EC33C5,writing the invoice,entity,sid-CAEB9A00-5718-4732-BF96-8818DDF20264,
sid-3A3D9FAB-923D-46F9-A882-B315AC5B0CD8,goods are ready,entity,sid-A7515834-4E29-4338-8974-628E10288F95,
