## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label
sid-6331C192-6A01-44BF-B69F-236A068F0114,start,start,,
sid-1DB79790-C936-4A2E-A6FB-5EE1B64F9602,Request for travel Approval,entity,sid-6331C192-6A01-44BF-B69F-236A068F0114,
sid-1DBF2282-7F1A-4112-BCC9-4A770D5B61EF,Travel Offer from agency,entity,sid-1DB79790-C936-4A2E-A6FB-5EE1B64F9602,
sid-D543B3F4-1E8B-429C-824C-2BB5BE64EB28,Assess Proposal,entity,sid-1DBF2282-7F1A-4112-BCC9-4A770D5B61EF,
sid-476C274A-AE37-4DE4-BFC3-78F9719AB83C,condition,condition,sid-D543B3F4-1E8B-429C-824C-2BB5BE64EB28,
sid-1DBF2282-7F1A-4112-BCC9-4A770D5B61EF,Travel Offer from agency,entity,sid-476C274A-AE37-4DE4-BFC3-78F9719AB83C,Request changes
sid-01AC11C2-A1FC-444C-9E16-F5253236FA42,Approval?,condition,sid-476C274A-AE37-4DE4-BFC3-78F9719AB83C,Yes
sid-1DB79790-C936-4A2E-A6FB-5EE1B64F9602,Request for travel Approval,entity,sid-01AC11C2-A1FC-444C-9E16-F5253236FA42,
sid-867426E3-0C22-4ED7-A412-AE447205027C,condition,condition,sid-01AC11C2-A1FC-444C-9E16-F5253236FA42,Yes
sid-D158C539-097F-4BE6-82C4-4DFAD5D4EFA0,end,end,sid-867426E3-0C22-4ED7-A412-AE447205027C,Document Finance Rejection
sid-F8053183-28B2-4FAE-8506-3328DD25BBCE,Create Purchase Request,entity,sid-867426E3-0C22-4ED7-A412-AE447205027C,Finance Approval
sid-2B47EC88-D0D0-40F8-AF2C-07321648ED63,Document Director Rejection,entity,sid-867426E3-0C22-4ED7-A412-AE447205027C,Director Approval?
sid-9415D162-A285-4BFB-B26A-8B16B7E38359,Send Purchase Request to Travel Agency,entity,sid-F8053183-28B2-4FAE-8506-3328DD25BBCE,
sid-D158C539-097F-4BE6-82C4-4DFAD5D4EFA0,end,end,sid-2B47EC88-D0D0-40F8-AF2C-07321648ED63,
sid-3D6808C9-CD8D-477C-A8AE-E7D516C3A9A0,Send Travel Documents to Traveler,entity,sid-9415D162-A285-4BFB-B26A-8B16B7E38359,
sid-F776F0D8-9CDB-45CC-9106-EE32A53CD41B,Confirm travel documents received,entity,sid-3D6808C9-CD8D-477C-A8AE-E7D516C3A9A0,
sid-D7208EA6-6F7F-48A5-AA4F-074543649CC6,end,end,sid-F776F0D8-9CDB-45CC-9106-EE32A53CD41B,
