## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label
sid-240115F0-7C31-4C80-A502-729C0B180E63,start,start,,
sid-46981ED5-F109-4E05-9D02-723A1F53D369,Discuss Terms and Conditions with Candidate,entity,sid-F1B380B2-69CA-41AF-8C56-8B3A8B64BEC3,Yes
sid-FF593CDF-73C6-4548-88BB-6A037526217C,Applicant wished to modify Terms and Conditions?,condition,sid-46981ED5-F109-4E05-9D02-723A1F53D369,
sid-F2D32124-48B7-47DF-9BDE-34FA4CF77B62,Change is within Set Client Limits?,condition,sid-FF593CDF-73C6-4548-88BB-6A037526217C,Yes
sid-33336BAD-1850-42CA-9A12-8CBD11517A64,Send Appointment Approval and Mandatory Documentation to HR Services,entity,sid-65AFFCB5-FC2B-4FAC-A3EC-770580E92A8C,
sid-0C59B0B9-4CFE-401A-A169-7773AC7DF37F,Relay Applicants Changes,entity,sid-F2D32124-48B7-47DF-9BDE-34FA4CF77B62,No
sid-59CD842A-3682-4581-A61E-36F8F482EBB2,Changes Acceptable?,condition,sid-0C59B0B9-4CFE-401A-A169-7773AC7DF37F,
sid-E0DB5FB5-FFA0-4B74-A802-0975ED44C890,Scan and Upload Completed Approval Form to Cloud Source,entity,sid-33336BAD-1850-42CA-9A12-8CBD11517A64,
sid-84445DD2-AA6E-43A0-9939-A2EEDCF57C1F,Make Formal Offer,entity,sid-E0DB5FB5-FFA0-4B74-A802-0975ED44C890,
sid-BC7E61AD-B67A-4A1B-BD71-0532422F5360,Select New Applicant from List,entity,sid-59CD842A-3682-4581-A61E-36F8F482EBB2,No
sid-6248FCC4-50FD-49EA-B62D-9DA5A509D712,Client Accepts?,condition,sid-84445DD2-AA6E-43A0-9939-A2EEDCF57C1F,
sid-CF5A73AB-CB26-408E-93D8-DF4E8DAC1EF3,end,end,sid-6248FCC4-50FD-49EA-B62D-9DA5A509D712,Yes
sid-E867A420-D87F-4CAE-8329-99DF64959D0B,Select New Candidate From List,entity,sid-6248FCC4-50FD-49EA-B62D-9DA5A509D712,No
sid-6A074146-E86D-4C0A-8AC9-BC89FE298E25,end,end,sid-E867A420-D87F-4CAE-8329-99DF64959D0B,
sid-65AFFCB5-FC2B-4FAC-A3EC-770580E92A8C,Seek Approval Offer,entity,sid-F1B380B2-69CA-41AF-8C56-8B3A8B64BEC3,
sid-65AFFCB5-FC2B-4FAC-A3EC-770580E92A8C,Seek Approval Offer,entity,sid-FF593CDF-73C6-4548-88BB-6A037526217C,
sid-65AFFCB5-FC2B-4FAC-A3EC-770580E92A8C,Seek Approval Offer,entity,sid-299CDE06-2A30-49C5-B887-AC7CA4894280,
sid-F1B380B2-69CA-41AF-8C56-8B3A8B64BEC3,Discuss Terms and Conditions with Applicant?,condition,sid-240115F0-7C31-4C80-A502-729C0B180E63,
sid-F1B380B2-69CA-41AF-8C56-8B3A8B64BEC3,Discuss Terms and Conditions with Applicant?,condition,sid-BC7E61AD-B67A-4A1B-BD71-0532422F5360,
sid-299CDE06-2A30-49C5-B887-AC7CA4894280,Modify Terms and Conditions,entity,sid-F2D32124-48B7-47DF-9BDE-34FA4CF77B62,Yes
sid-299CDE06-2A30-49C5-B887-AC7CA4894280,Modify Terms and Conditions,entity,sid-59CD842A-3682-4581-A61E-36F8F482EBB2,Yes
