## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label
sid-684ED819-E019-4E4C-AC34-F5638E967C5C,Receive Customer Request;;,start,,
sid-9BE4A825-71E2-42D0-BF34-7C48420AF422,Enter sales order,entity,sid-684ED819-E019-4E4C-AC34-F5638E967C5C,
sid-BBD07329-F28B-42AA-92E9-3759DB92A2B1,Check item availability,entity,sid-9BE4A825-71E2-42D0-BF34-7C48420AF422,
sid-0F430475-BDA1-49A2-9286-EC30B49B4D8C,Confirm sales order,entity,sid-BBD07329-F28B-42AA-92E9-3759DB92A2B1,
sid-ACECAA30-201F-42BE-9E67-40F05F96D487,Outbond Delivery,entity,sid-0F430475-BDA1-49A2-9286-EC30B49B4D8C,
sid-33A84436-A552-485D-BFC7-914A499C0EFC,Picking,entity,sid-ACECAA30-201F-42BE-9E67-40F05F96D487,
sid-F76A2547-C364-4AF0-83B4-F81006F7C0BA,Packing,entity,sid-33A84436-A552-485D-BFC7-914A499C0EFC,
sid-1C56239A-C021-4ECA-978E-8F843284D64E,Post goods issue,entity,sid-F76A2547-C364-4AF0-83B4-F81006F7C0BA,
sid-6FE3B669-6A89-4DD7-8E9D-9C74F48818E5,Updates inventory,entity,sid-1C56239A-C021-4ECA-978E-8F843284D64E,
sid-AAB1B222-FE18-4A8F-9C3E-5B67E45E00DD,Update G/L accounts,entity,sid-6FE3B669-6A89-4DD7-8E9D-9C74F48818E5,
sid-B8413676-8C83-4651-B235-EDBEC79663CF,Billing,entity,sid-AAB1B222-FE18-4A8F-9C3E-5B67E45E00DD,
sid-20635BB5-5E41-4FDE-AFD2-2D5CC26E54A3,Update customer account,entity,sid-B8413676-8C83-4651-B235-EDBEC79663CF,
sid-33D614BE-AC5E-4ED2-A114-E32B37956286,Update G/L accounts,entity,sid-20635BB5-5E41-4FDE-AFD2-2D5CC26E54A3,
sid-C6F18851-C23F-4741-8F09-E243ACC4E15D,Posting payment receipt,entity,sid-33D614BE-AC5E-4ED2-A114-E32B37956286,
sid-D84007EB-42CA-4838-B124-70980E4FA4B0,end,end,sid-C6F18851-C23F-4741-8F09-E243ACC4E15D,
