## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label
sid-4BDEE042-470B-4B78-8D21-BC74D757B6BB,"Informal Meeting [0,5]",start,,
sid-36CABDA5-AD20-44BA-802E-0B3C160463E8,Meeting has been successful?,condition,sid-4BDEE042-470B-4B78-8D21-BC74D757B6BB,
sid-F1A78715-E18B-4E13-B503-877C5BBB9894,Meeting (again) [1],entity,sid-36CABDA5-AD20-44BA-802E-0B3C160463E8,yes
sid-2D51A859-B4D1-49F1-A991-EF71E7418A3C,Process DONE/OVER,end,sid-36CABDA5-AD20-44BA-802E-0B3C160463E8,no
sid-1B4DF8EF-7112-4C3F-BE60-E20B7EC2D2BD,Web Site Design [10],entity,sid-F1A78715-E18B-4E13-B503-877C5BBB9894,
sid-AEC51A5B-79E6-4643-8B41-5B80757F23FD,Preparation of Contents & Completion of Initial Draft [5],entity,sid-F1A78715-E18B-4E13-B503-877C5BBB9894,
sid-F189C542-4199-454B-A119-4440212208E0,Web Site Development [2],entity,sid-1B4DF8EF-7112-4C3F-BE60-E20B7EC2D2BD,
sid-5382D3A6-A733-4F43-9A89-ADA7D844188A,Marketing Review [3],entity,sid-AEC51A5B-79E6-4643-8B41-5B80757F23FD,60%
sid-0DC6AAB1-D762-414E-B82C-F67A4C775EFC,Preparation of Final Version [4],entity,sid-AEC51A5B-79E6-4643-8B41-5B80757F23FD,40%
sid-9638600B-F640-45AD-B68A-5FFAF10919E4,BUILDING [3],entity,sid-F189C542-4199-454B-A119-4440212208E0,
sid-0DC6AAB1-D762-414E-B82C-F67A4C775EFC,Preparation of Final Version [4],entity,sid-5382D3A6-A733-4F43-9A89-ADA7D844188A,
sid-9638600B-F640-45AD-B68A-5FFAF10919E4,BUILDING [3],entity,sid-0DC6AAB1-D762-414E-B82C-F67A4C775EFC,
sid-A5371FCA-C8DA-4EEB-8726-9D469794CA62,Review Activity [1],entity,sid-9638600B-F640-45AD-B68A-5FFAF10919E4,
sid-B1D4F767-E1DF-4065-AC22-AA102F6558FE,"Final Activity: APPROVAL [0,5]",entity,sid-A5371FCA-C8DA-4EEB-8726-9D469794CA62,
sid-E5EAF7AE-EBB7-4E7A-93DF-51E7654A6927,Approval of Site?,condition,sid-B1D4F767-E1DF-4065-AC22-AA102F6558FE,
sid-2D51A859-B4D1-49F1-A991-EF71E7418A3C,Process DONE/OVER,end,sid-E5EAF7AE-EBB7-4E7A-93DF-51E7654A6927,yes
sid-9638600B-F640-45AD-B68A-5FFAF10919E4,BUILDING [3],entity,sid-E5EAF7AE-EBB7-4E7A-93DF-51E7654A6927,no [20%]
