## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label
sid-1B1AF563-8676-4575-A9B3-5FA61B453FC2,Claim received,start,,
sid-7A92BA73-FFC0-49DD-A6DA-7D3CCB0FE6C2,Create claim,entity,sid-1B1AF563-8676-4575-A9B3-5FA61B453FC2,
sid-3E92966D-9C59-4FC3-9446-013D392CA201,Decide on claim,entity,sid-6601E82A-FB2F-43F9-82BA-67664F241F33,
sid-E4D7AC72-86AA-422C-A325-4FF2D4C57D55,condition,condition,sid-3E92966D-9C59-4FC3-9446-013D392CA201,
sid-BA4DC2B1-A6E3-47DD-9E71-19F5F5FBF794,Reject claim,entity,sid-E4D7AC72-86AA-422C-A325-4FF2D4C57D55,claim to be rejected
sid-4F80FB2A-4E68-461B-B1AF-01337326B2CD,Offer benefit,entity,sid-E4D7AC72-86AA-422C-A325-4FF2D4C57D55,claim to be accepted
sid-D6762846-61E3-4EFB-A6AA-2D1D00C69221,Review claim rejection,entity,sid-BA4DC2B1-A6E3-47DD-9E71-19F5F5FBF794,
sid-57DF84C5-F9DC-470C-9D68-FEFECA507CB4,Prepare claim discharge,entity,sid-4F80FB2A-4E68-461B-B1AF-01337326B2CD,
sid-9E06EDAC-9B15-4333-A44A-B8701960B463,condition,condition,sid-D6762846-61E3-4EFB-A6AA-2D1D00C69221,
sid-5DBA0386-BBA6-4DC7-B561-C866D6951AC9,Record benefit payment,entity,sid-57DF84C5-F9DC-470C-9D68-FEFECA507CB4,
sid-93628AC4-318C-46A2-B3FC-E1CA0D643829,end,end,sid-9E06EDAC-9B15-4333-A44A-B8701960B463,Claim rejection accepted
sid-6601E82A-FB2F-43F9-82BA-67664F241F33,Record claim,entity,sid-7A92BA73-FFC0-49DD-A6DA-7D3CCB0FE6C2,
sid-6601E82A-FB2F-43F9-82BA-67664F241F33,Record claim,entity,sid-9E06EDAC-9B15-4333-A44A-B8701960B463,Claim rejection not accepted
sid-80AF5752-5D4C-453E-B2A4-DC7BF8C206DF,Operate outgoing payment,entity,sid-5DBA0386-BBA6-4DC7-B561-C866D6951AC9,
sid-3C12E24E-2055-4B5F-B0F4-206375DC91FF,Close claim,entity,sid-5DBA0386-BBA6-4DC7-B561-C866D6951AC9,
sid-93628AC4-318C-46A2-B3FC-E1CA0D643829,end,end,sid-80AF5752-5D4C-453E-B2A4-DC7BF8C206DF,
sid-93628AC4-318C-46A2-B3FC-E1CA0D643829,end,end,sid-3C12E24E-2055-4B5F-B0F4-206375DC91FF,
