## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label
sid-CFB95F22-F3CF-4BE0-B333-2832C16ABD1B,Order,start,,
sid-F91463A5-0C8D-4787-9321-ADF6FC83C49F,Check Customer Credit Limit,entity,sid-CFB95F22-F3CF-4BE0-B333-2832C16ABD1B,
sid-64BC058D-5C16-4F6B-8AEA-126103E12C44,Okay?,condition,sid-F91463A5-0C8D-4787-9321-ADF6FC83C49F,
sid-2742B12E-66CB-4D62-9014-9FD8101DE838,Check Article Availibility,entity,sid-64BC058D-5C16-4F6B-8AEA-126103E12C44,Yes
sid-96E257F6-4D9E-4A85-9B46-C0D07B9B99C2,Send Customer Denial,entity,sid-64BC058D-5C16-4F6B-8AEA-126103E12C44,No
sid-85D38B09-F2C0-47AE-83F5-30E20F12D77E,Send order confirmation,entity,sid-2742B12E-66CB-4D62-9014-9FD8101DE838,
sid-D4633DAC-07D2-4B12-91D5-63073727ACBB,Order closed,end,sid-96E257F6-4D9E-4A85-9B46-C0D07B9B99C2,
sid-A3E8F4FA-D9CE-4041-84E9-376240C415CA,Available?,condition,sid-85D38B09-F2C0-47AE-83F5-30E20F12D77E,
sid-7F88337C-67B2-4A26-BCD7-1DA2CBB53983,Produce Goods,entity,sid-A3E8F4FA-D9CE-4041-84E9-376240C415CA,No
sid-7AD524E4-D127-4CFF-B4D2-CB3311A39FC7,Collect Goods,entity,sid-A3E8F4FA-D9CE-4041-84E9-376240C415CA,Yes
sid-5582EA55-86B2-4517-9C6B-51C092FCC098,Money Received?,condition,sid-3E8F3566-B5E0-4E6F-AF03-6EE5EB0FD7F9,
sid-5582EA55-86B2-4517-9C6B-51C092FCC098,Money Received?,condition,sid-3E8F3566-B5E0-4E6F-AF03-6EE5EB0FD7F9,
sid-150DC332-479B-4DF9-99D0-C84F62F5A8D9,Order closed,end,sid-5582EA55-86B2-4517-9C6B-51C092FCC098,Yes
sid-D3690CE8-8844-4849-9384-CDDD8103B92C,Check Reminder >=3,entity,sid-5582EA55-86B2-4517-9C6B-51C092FCC098,No
sid-F0B56AA3-5785-4E66-AFC8-48241594A681,Write Order Off,entity,sid-D3690CE8-8844-4849-9384-CDDD8103B92C,>=3
sid-7FBF4DB2-F85D-4D0F-B5C3-30878F1B8F33,Send Reminder,entity,sid-D3690CE8-8844-4849-9384-CDDD8103B92C,<=3
sid-97735001-C738-4B72-B638-7D1F563753C4,Order closed,end,sid-F0B56AA3-5785-4E66-AFC8-48241594A681,
sid-3E8F3566-B5E0-4E6F-AF03-6EE5EB0FD7F9,Check Payment,entity,sid-20F8400F-35EF-4FCF-B31F-F513D66DA50B,
sid-3E8F3566-B5E0-4E6F-AF03-6EE5EB0FD7F9,Check Payment,entity,sid-192E5F5B-1EDB-41DF-B7FA-A3D52161339C,
sid-20F8400F-35EF-4FCF-B31F-F513D66DA50B,Ship Goods,entity,sid-7F88337C-67B2-4A26-BCD7-1DA2CBB53983,
sid-20F8400F-35EF-4FCF-B31F-F513D66DA50B,Ship Goods,entity,sid-7AD524E4-D127-4CFF-B4D2-CB3311A39FC7,
