## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"start process","start","","","",""
2,"select a filter","entity","1","","",""
3,"apply the selected filter","entity","2","","",""
4,"click on Submit button","entity","3","","",""
5,"is option to submit set to false","condition","4","","",""
6,"apply another filter","entity","5","","",""
7,"select a filter","entity","6","","",""
8,"apply the selected filter","entity","7","","",""
9,"click on Submit button","entity","8","","",""
10,"is option to submit set to false","condition","9","","",""
11,"apply another filter","entity","10","","",""
12,"is option to submit set to true","condition","5","","",""
13,"is there another filter to apply","condition","12","","",""
14,"continue with the process","entity","13","","",""
15,"continue with the process","entity","13","","",""
16,"is option to submit set to true","condition","14,15","","",""
17,"continue with the process","entity","16","","",""
18,"continue with the process","entity","16","","",""
19,"end process","end","17,18","","",""
20,"select a filter","entity","11","","",""
21,"apply the selected filter","entity","20","","",""
22,"click on Submit button","entity","21","","",""
23,"is option to submit set to false","condition","22","","",""
24,"apply another filter","entity","23","","",""
25,"is option to submit set to true","condition","23","","",""
26,"is there another filter to apply","condition","25","","",""
27,"continue with the process","entity","26","","",""
28,"continue with the process","entity","26","","",""
29,"is option to submit set to true","condition","27,28","","",""
30,"continue with the process","entity","29","","",""
31,"continue with the process","entity","29","","",""
32,"end process","end","30,31","","",""
33,"select a filter","entity","24","","",""
34,"apply the selected filter","entity","33","","",""
35,"click on Submit button","entity","34","","",""
36,"is option to submit set to false","condition","35","","",""
37,"apply another filter","entity","36","","",""
38,"is option to submit set to true","condition","36","","",""
39,"is there another filter to apply","condition","38","","",""
40,"continue with the process","entity","39","","",""
41,"continue with the process","entity","39","","",""
42,"is option to submit set to true","condition","40,41","","",""
43,"continue with the process","entity","42","","",""
44,"continue with the process","entity","42","","",""
45,"end process","end","43,44","","",""
