## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"Customer enters website","start","","","",""
2,"Customer searches for desired item","entity","1","","",""
3,"Customer clicks on desired item and enters item page","entity","2","","",""
4,"Customer chooses an action on item page","condition","3","","",""
5,"View quantity amount","entity","4","","",""
6,"See quantity amount","entity","5","","",""
7,"Return to desired item page","entity","6","","",""
8,"Enter quantity amount","entity","4","","",""
9,"Customer inputs quantity amount","entity","8","","",""
10,"Return to desired item page","entity","9","","",""
11,"Add item to cart","entity","7,10","","",""
12,"Customer chooses another action after adding to cart","condition","11","","",""
13,"Continue shopping","entity","12","","",""
14,"Return to desired item page","entity","13","","",""
15,"Check out current item","entity","12","","",""
16,"Proceed to check out the item","entity","15","","",""
17,"Customer confirms check out","entity","16","","",""
18,"Customer chooses an action after confirmation","condition","17","","",""
19,"Proceed to check out","entity","18","","",""
20,"Recalculate shipping","entity","18","","",""
21,"Enter coupon code","entity","18","","",""
22,"Go to check out page","entity","19,20,21","","",""
23,"Enter billing information","entity","22","","",""
24,"Process ends","end","23","","",""
