## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"start by joining the team and agreeing on Teams Domain","start","","","",""
2,"create process model","entity","1","","",""
3,"check process model status","condition","2","","",""
4,"process model is OK","condition","3","","",""
5,"continue with process","entity","4","","",""
6,"are there issues to fix in next session","condition","5","","",""
7,"fix issues and extend process to level 2 and 3","entity","6","","",""
8,"check process and assign points","entity","6","","",""
9,"need to check process and assign points","condition","8","","",""
10,"assign negative points first time","entity","9","","",""
11,"process model is OK","condition","10","","",""
12,"assign negative points second time","entity","11","","",""
13,"continue with process after assigning points","entity","11","","",""
14,"need to analyze field of study and assign team roles","condition","9","","",""
15,"assign roles in the team","entity","14","","",""
16,"perform work according to assigned role","entity","13,15","","",""
17,"check progress and consult problems","entity","16","","",""
18,"is project accepted","condition","17","","",""
19,"present project","entity","18","","",""
20,"continue working according to role","entity","18","","",""
21,"is project accepted after further work","condition","20","","",""
22,"present project again","entity","21","","",""
23,"continue working according to role after second check","entity","21","","",""
24,"present project finally","entity","22,23","","",""
25,"end process","end","24","","",""
