## FlowChart Generator
# label: %name%
# style: whiteSpace=wrap;html=1;rounded=1;fillColor=#ffffff;strokeColor=#000000;
# namespace: csvimport-
# connect: {"from":"parent", "to":"id", "fromlabel":"transition_label", "invert":true, "style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;"}
# connect: {"from":"red_parent", "to":"id", "fromlabel":"transition_label", "invert":true,"style":"endArrow=blockThin;endFill=1;fontSize=11;curved=1;strokeColor=#cd2122;fontColor=#cd2122;strokeWidth=3;"}
# labels: {"label1" : "%transition_label%"}
# ignore: source,base64_image,transition_label,parent,type,col
# styles: {"base64_image":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;", "entity":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;", "start":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;", "end":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;", "condition":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;", "base64_image_red":"shape=image;imageAspect=0;image=%base64_image%;fontColor=none;noLabel=1;strokeColor=#cd2122;strokeWidth=3;", "entity_red":"rounded=1;whiteSpace=wrap;html=1;absoluteArcSize=1;arcSize=14;strokeWidth=2;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "start_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.start_1;whiteSpace=wrap;align=center;verticalAlign=middle;strokeColor=#cd2122;strokeWidth=3;", "end_red":"ellipse;html=1;shape=endState;fillColor=strokeColor;verticalAlign=middle;fontColor=#FFFFFF;strokeColor=#cd2122;strokeWidth=3;", "condition_red":"strokeWidth=2;html=1;shape=mxgraph.flowchart.decision;whiteSpace=wrap;align=center;verticalAlign=middle;spacingRight=35;spacingLeft=35;strokeColor=#cd2122;strokeWidth=3;"}
# stylename: type
# width: auto
# height: auto
# padding: 20
# nodespacing: 60
# levelspacing: 150
# edgespacing: 60
# layout: verticalflow
# identity: id
id,name,type,parent,transition_label,source,base64_image
1,"start","start","","","",""
2,"Assess Change Request","entity","1","","",""
3,"Check Affected Systems","entity","2","","",""
4,"Determine if change should be approved as is","condition","3","","",""
5,"Approve in current state","entity","4","Yes","",""
6,"Implement Change","entity","5","","",""
7,"Update Approval Register within 3 business days","entity","6","","",""
8,"End: Process Concluded Successfully","end","7","","",""
9,"Further evaluation needed","entity","4","No","",""
10,"Request More Information and send email enquiry to Change Requester","entity","9","","",""
11,"Are there any further inquiries or issues?","condition","10","","",""
12,"No further inquiries or issues","entity","11","No","",""
13,"Update Approval Register within 3 business days","entity","12","","",""
14,"End: Process Concluded Successfully","end","13","","",""
15,"There are inquiries from the CAB","entity","11","Yes","",""
16,"Response expected within 1-3 business days","condition","15","","",""
17,"Forward response to CAB for further evaluation","entity","16","Yes","",""
18,"Final determination based on response","condition","17","","",""
19,"Approve Change Request in current state","entity","18","Approved","",""
20,"Implement Change","entity","19","","",""
21,"Update Approval Register within 3 business days","entity","20","","",""
22,"End: Process Concluded Successfully","end","21","","",""
23,"Reject Change Request as unacceptable","entity","18","Rejected","",""
24,"Update Approval Register within 3 business days","entity","23","","",""
25,"End: Process Concluded with Rejection","end","24","","",""
26,"Reject due to no response","entity","16","No","",""
27,"Update Approval Register within 3 business days","entity","26","","",""
28,"End: Process Concluded with No Response","end","27","","",""
